run_id,tile_id,mall_id,name,tile_center_lon,tile_center_lat,offset_x_m,offset_y_m,distance_to_center_m,image_path,image_status,roof_score,roof_candidate_count,roof_area_px,roof_area_m2_est,pv_status,pv_confidence,pv_area_m2_est,roof_overlay_path,pv_overlay_path,error,method
20260713_shanghai_A_bdappv_singlemap_v2,mall_210_full_1000m,210,上海聚峰中心,121.58531505,31.28351678,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_210_full_1000m_z18.jpg,ok,1.0,9,1274974,332065.03,no_clear_pv,0.6761,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_210_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_211_full_1000m,211,上海龙之梦城市生活中心,121.41192238,31.22085608,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_211_full_1000m_z18.jpg,ok,1.0,13,574087,149718.68,no_clear_pv,0.3651,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_211_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_218_full_1000m,218,上海江桥万达广场,121.31901988,31.24181784,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_218_full_1000m_z18.jpg,ok,1.0,9,569967,148578.28,possible_pv,0.5399,179.87,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_218_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_218_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_267_full_1000m,267,上海长泰广场,121.59779105,31.20795340,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_267_full_1000m_z18.jpg,ok,1.0,27,3393270,885187.42,likely_pv,0.8441,623.21,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_267_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_267_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_330_full_1000m,330,上海五角场万达广场,121.50903403,31.30289361,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_330_full_1000m_z18.jpg,ok,1.0,23,947428,246654.75,likely_pv,0.9117,883.34,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_330_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_330_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_341_full_1000m,341,上海嘉定中信泰富万达广场,121.25081159,31.33220737,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_341_full_1000m_z18.jpg,ok,1.0,7,527958,137363.79,likely_pv,0.9487,145.44,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_341_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_341_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_351_full_1000m,351,上海静安大融城,121.42220953,31.28199032,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_351_full_1000m_z18.jpg,ok,1.0,12,717165,186790.58,possible_pv,0.4802,387.04,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_351_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_351_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_382_full_1000m,382,上海松江万达广场,121.23827157,31.05974421,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_382_full_1000m_z18.jpg,ok,1.0,13,1151926,301438.4,likely_pv,0.7591,326.84,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_382_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_382_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_435_full_1000m,435,上海久光中心,121.44655495,31.27822909,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_435_full_1000m_z18.jpg,ok,1.0,3,179682,46803.15,likely_pv,0.8168,146.91,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_435_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_435_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_445_full_1000m,445,上海瑞虹天地太阳宫,121.49577993,31.26509026,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_445_full_1000m_z18.jpg,ok,1.0,15,963917,251148.81,possible_pv,0.6191,150.86,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_445_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_445_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_502_full_1000m,502,上海凯德虹口商业中心,121.47342223,31.27294133,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_502_full_1000m_z18.jpg,ok,1.0,11,723819,188559.83,no_clear_pv,0.6038,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_502_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_510_full_1000m,510,龙湖上海虹桥天街,121.30852939,31.19379518,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_510_full_1000m_z18.jpg,ok,1.0,8,1684258,439496.51,likely_pv,0.79,2021.01,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_510_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_510_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_525_full_1000m,525,上海宝山日月光中心,121.41306823,31.29665944,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_525_full_1000m_z18.jpg,ok,1.0,9,3837898,999296.0,likely_pv,0.9859,1909.86,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_525_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_525_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_560_full_1000m,560,上海宝山万达广场,121.44267862,31.32555717,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_560_full_1000m_z18.jpg,ok,1.0,13,721830,187831.82,no_clear_pv,0.2851,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_560_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_562_full_1000m,562,上海金山万达广场,121.33152406,30.75707896,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_562_full_1000m_z18.jpg,ok,0.4796,2,54377,14319.78,no_clear_pv,0.8442,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_562_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_586_full_1000m,586,上海百联中环购物广场,121.37932607,31.24764005,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_586_full_1000m_z18.jpg,ok,1.0,5,180141,46953.14,no_clear_pv,0.5543,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_586_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_588_full_1000m,588,上海静安大悦城,121.46753883,31.24558780,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_588_full_1000m_z18.jpg,ok,1.0,18,965004,251535.94,no_clear_pv,0.2368,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_588_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_599_full_1000m,599,上海崇明万达广场（A馆）,121.41323347,31.62789005,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_599_full_1000m_z18.jpg,ok,1.0,10,749440,193760.4,likely_pv,0.7874,150.99,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_599_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_599_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_624_full_1000m,624,上海周浦万达广场,121.56545586,31.11670106,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_624_full_1000m_z18.jpg,ok,1.0,4,159486,41684.63,possible_pv,0.5696,511.5,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_624_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_624_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_645_full_1000m,645,上海TODTOWN天荟,121.38237709,31.11174119,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_645_full_1000m_z18.jpg,ok,1.0,5,160459,41943.32,possible_pv,0.6189,256.95,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_645_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_645_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_714_full_1000m,714,上海松江印象城一期,121.21817699,31.06364310,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_714_full_1000m_z18.jpg,ok,1.0,23,1863900,487709.26,no_clear_pv,0.3325,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_714_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_761_full_1000m,761,上海中庚漫游城,121.39284583,31.13294840,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_761_full_1000m_z18.jpg,ok,1.0,8,394096,102969.04,likely_pv,0.9257,266.77,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_761_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_761_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_772_full_1000m,772,上海元祖梦世界,121.22162412,31.15037156,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_772_full_1000m_z18.jpg,ok,1.0,16,2689754,702518.25,no_clear_pv,0.405,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_772_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_782_full_1000m,782,上海七宝宝龙城,121.35021516,31.16070768,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_782_full_1000m_z18.jpg,ok,1.0,4,169404,44235.81,no_clear_pv,0.545,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_782_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_790_full_1000m,790,上海东渡蛙城,121.07701487,31.13688668,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_790_full_1000m_z18.jpg,ok,1.0,5,1259247,328987.58,no_clear_pv,0.3407,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_790_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_837_full_1000m,837,上海荟聚,121.35211062,31.22344032,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_837_full_1000m_z18.jpg,ok,1.0,10,646136,168499.45,likely_pv,0.7798,361.7,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_837_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_837_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_847_full_1000m,847,上海国家会展中心商业广场,121.29768777,31.19149062,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_847_full_1000m_z18.jpg,ok,1.0,9,4699227,1226293.39,no_clear_pv,0.54,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_847_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_922_full_1000m,922,上海颛桥万达广场,121.40165042,31.07292162,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_922_full_1000m_z18.jpg,ok,1.0,8,281424,73623.21,no_clear_pv,0.3547,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_922_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_947_full_1000m,947,上海虹桥前湾印象城,121.27301367,31.21799803,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_947_full_1000m_z18.jpg,ok,1.0,6,321884,83950.63,no_clear_pv,0.9639,0.0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_947_full_1000m_z18_roof_overlay.jpg,,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_987_full_1000m,987,上海日月光中心,121.46383641,31.20867246,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_987_full_1000m_z18.jpg,ok,1.0,17,583358,152175.72,possible_pv,0.608,366.77,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_987_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_987_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_991_full_1000m,991,上海五角场合生汇,121.51351415,31.30176747,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_991_full_1000m_z18.jpg,ok,1.0,21,911436,237290.21,possible_pv,0.6848,389.22,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_991_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_991_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_992_full_1000m,992,上海青浦合生新天地,121.22432598,31.15341506,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_992_full_1000m_z18.jpg,ok,1.0,20,3038905,793659.61,likely_pv,0.8197,916.95,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_992_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_992_full_1000m_z18_pv_overlay.jpg,,bdappv_google
20260713_shanghai_A_bdappv_singlemap_v2,mall_994_full_1000m,994,上海世纪汇广场,121.52281256,31.22943928,0,0,0,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_1km_raw\mall_994_full_1000m_z18.jpg,ok,1.0,25,1298061,338465.58,likely_pv,0.8185,162.45,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_roof_overlays\mall_994_full_1000m_z18_roof_overlay.jpg,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_singlemap_v2\images\full_pv_overlays\mall_994_full_1000m_z18_pv_overlay.jpg,,bdappv_google
