id,name,location,brand,developer,status,opening_year,area_wan_sqm,floors,province,city,city_level,climate_zone,created_at,updated_at,geocode_query,longitude,latitude,geocode_score,geocode_address,geocode_status,geocode_error,geocode_provider,geocode_repaired,image_status,image_path,image_error,imagery_provider,imagery_size_px,imagery_radius_m,original_image_path,project_image_path,image_exists,image_width,image_height,image_mean,image_std,vegetation_ratio,water_blue_ratio,dark_roof_ratio,edge_density,center_non_green_ratio,largest_rect_ratio,quality_flags,quality_status
157,上海七宝万科广场,上海市闵行区漕宝街3366号,万科,万科企业股份有限公司,已开业,2017,23.7,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区漕宝街3366号,121.3769429,31.1147666,76.34,上海市闵行区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\157_上海七宝万科广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\157_上海七宝万科广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\157_上海七宝万科广场.jpg,1,1024,1024,83.297,44.301,0.434038,0.000026,0.308782,0.249130,0.503739,0.998048,地理编码分数低,需复核
181,上海置地西岸金融城,香港置地西岸金融城(建设中)，上海市上海市徐汇区龙腾大道和东安路交叉口,,香港置地控股有限公司,已开业,2024,23.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海置地西岸金融城,121.4692071,31.2322758,75.82,上海市上海市,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1,ok,C:\PV\datasets\shanghai_malls_satellite\images\181_上海置地西岸金融城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\181_上海置地西岸金融城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\181_上海置地西岸金融城.jpg,1,1024,1024,87.961,52.280,0.496878,0.000873,0.181891,0.183207,0.660912,0.998048,地理编码分数低；坐标经过修复,需复核
382,上海松江万达广场,上海市松江区广富林路658号,万达,珠海万达商业管理集团股份有限公司,已开业,2014,18.71,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区广富林路658号,121.148934212354,31.049058042271,90,上海市松江区广富林路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\382_上海松江万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\382_上海松江万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\382_上海松江万达广场.jpg,1,1024,1024,65.080,43.647,0.607187,0.000649,0.198908,0.116878,0.313933,0.042475,绿地占比过高；中心区域非绿地占比低,需复核
645,上海TODTOWN天荟,TODTOWN天荟悦麓，上海市上海市闵行区莘朱路288弄(莘庄地铁站南口旁),新鸿基,新鸿基有限公司,已开业,2025,16.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海TODTOWN天荟,121.45806,31.22222,74.68,上海上海市上海市,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1,ok,C:\PV\datasets\shanghai_malls_satellite\images\645_上海TODTOWN天荟.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\645_上海TODTOWN天荟.jpg,C:\PV\datasets\shanghai_malls_satellite\images\645_上海TODTOWN天荟.jpg,1,1024,1024,92.871,47.249,0.233335,0.002066,0.385810,0.142487,0.860086,0.998048,地理编码分数低；坐标经过修复,需复核
698,上海超极合生汇,合生汇店，上海市上海市杨浦区翔殷路与沙岗路交叉口西北80米,合生,广州超竞投资有限公司,已开业,2025,15.7,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,合生汇店，上海市上海市杨浦区翔殷路与沙岗路交叉口西北80米,121.527656698324,31.307025492427,70.35,上海市杨浦区翔殷路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\698_上海超极合生汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\698_上海超极合生汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\698_上海超极合生汇.jpg,1,1024,1024,89.333,50.368,0.303123,0.003802,0.360106,0.211247,0.735905,0.015369,地理编码分数低,需复核
922,上海颛桥万达广场,万达广场(颛桥店)，上海市上海市闵行区都市路2700号,万达,珠海万达商业管理集团股份有限公司,已开业,2018,14.63,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,万达广场(颛桥店)，上海市上海市闵行区都市路2700号,121.401411715969,31.073048747004,72.96,万达广场,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\922_上海颛桥万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\922_上海颛桥万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\922_上海颛桥万达广场.jpg,1,1024,1024,109.236,51.740,0.211721,0.001888,0.256751,0.203166,0.994273,0.998048,地理编码分数低,需复核
1533,上海嘉宝紫提湾新荟广场,上海市嘉定区德立路88弄,,中国光大实业（集团）有限责任公司,已开业,2023,12.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区德立路88弄,121.2606119,31.377756,79.12,上海市嘉定区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\1533_上海嘉宝紫提湾新荟广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1533_上海嘉宝紫提湾新荟广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\1533_上海嘉宝紫提湾新荟广场.jpg,1,1024,1024,95.980,45.400,0.459743,0.006679,0.204369,0.241920,0.864521,0.998048,地理编码分数低,需复核
1557,上海宝山经纬汇,上海市宝山区经地路99弄,,经纬置地有限公司,已开业,2020,12.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区经地路99弄,121.4452993,31.4015684,79.16,上海市宝山区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\1557_上海宝山经纬汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1557_上海宝山经纬汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\1557_上海宝山经纬汇.jpg,1,1024,1024,85.376,48.823,0.460735,0.014874,0.190921,0.150351,0.525953,0.998048,地理编码分数低,需复核
2007,上海大宁国际商业广场,大宁国际商业广场，上海市上海市静安区共和新路1878-2008号(近大宁路),,崇邦新基（上海）企业管理咨询有限公司,已开业,2007,10.5,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海大宁国际商业广场,121.4692071,31.2322758,74.63,上海市上海市,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1,ok,C:\PV\datasets\shanghai_malls_satellite\images\2007_上海大宁国际商业广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2007_上海大宁国际商业广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2007_上海大宁国际商业广场.jpg,1,1024,1024,87.961,52.280,0.496878,0.000873,0.181891,0.183207,0.660912,0.998048,地理编码分数低；坐标经过修复,需复核
2348,上海大洋晶典·天安千树,上海市普陀区苏州河昌化路桥,,天安中国投资有限公司,已开业,2022,10.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区苏州河昌化路桥,121.443836767385,31.242584168949,86.55,上海市静安区江宁路街道昌化路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2348_上海大洋晶典·天安千树.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2348_上海大洋晶典·天安千树.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2348_上海大洋晶典·天安千树.jpg,1,1024,1024,104.593,50.973,0.120253,0.002904,0.402707,0.166217,0.908029,0.557072,原始地址疑似外地/异常,需复核
2535,上海西站京东卓悦汇,浙江省舟山市普陀区,京东,卓越置业集团有限公司,在建,2027,10.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海西站京东卓悦汇,121.4692071,31.2322758,75.9,上海市上海市,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1,ok,C:\PV\datasets\shanghai_malls_satellite\images\2535_上海西站京东卓悦汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2535_上海西站京东卓悦汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2535_上海西站京东卓悦汇.jpg,1,1024,1024,87.961,52.280,0.496878,0.000873,0.181891,0.183207,0.660912,0.998048,地理编码分数低；坐标经过修复；原始地址不含上海；原始地址疑似外地/异常,需复核
2610,上海兴业太古汇,上海市静安区南京西路789号,太古,太古地产有限公司,已开业,2018,9.87,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路789号,121.447284325911,31.227923719472,90,上海市静安区南京西路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2610_上海兴业太古汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2610_上海兴业太古汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2610_上海兴业太古汇.jpg,1,1024,1024,105.404,46.968,0.179856,0.000268,0.331281,0.162478,0.814713,0.947316,原始地址疑似外地/异常,需复核
2653,上海BFC外滩金融中心,宿迁爱琴海购物中心(装修中)，江苏省宿迁市宿城区宿支路118号(发展大道与交汇处),,上海复地产业发展集团有限公司,已开业,2020,9.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海BFC外滩金融中心,121.493403168731,31.228453323118,87.36,外滩金融中心,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1,ok,C:\PV\datasets\shanghai_malls_satellite\images\2653_上海BFC外滩金融中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2653_上海BFC外滩金融中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2653_上海BFC外滩金融中心.jpg,1,1024,1024,80.218,52.898,0.278953,0.003958,0.417556,0.197571,0.641998,0.014176,坐标经过修复；原始地址不含上海；原始地址疑似外地/异常；缺少大尺度矩形屋顶证据,需复核
2794,上海凯德闵行商业中心,上海市闵行区沪闵公路6088号,凯德,凯德置地（中国）投资有限公司,已开业,2011,9.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区沪闵公路6088号,121.3769429,31.1147666,79.17,上海市闵行区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2794_上海凯德闵行商业中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2794_上海凯德闵行商业中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2794_上海凯德闵行商业中心.jpg,1,1024,1024,83.297,44.301,0.434038,0.000026,0.308782,0.249130,0.503739,0.998048,地理编码分数低,需复核
2963,上海静安嘉里中心,上海市静安区南京西路1515号,,嘉里建设有限公司,已开业,2013,8.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1515号,121.444745511489,31.224945188139,100,上海市静安区南京西路1515号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2963_上海静安嘉里中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2963_上海静安嘉里中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2963_上海静安嘉里中心.jpg,1,1024,1024,86.583,45.509,0.285136,0.004372,0.407219,0.134555,0.684381,0.233537,原始地址疑似外地/异常,需复核
3106,上海青浦卓悦时光,上海市青浦区青浦工业园区竹盈路/胜利路交叉口,,卓越置业集团有限公司,已开业,2022,8.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区青浦工业园区竹盈路/胜利路交叉口,121.099456847595,31.180179271542,79.95,上海市青浦区香花桥街道胜利路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3106_上海青浦卓悦时光.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3106_上海青浦卓悦时光.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3106_上海青浦卓悦时光.jpg,1,1024,1024,90.764,52.426,0.334085,0.009819,0.269867,0.119925,0.581668,0.408990,地理编码分数低,需复核
3806,上海梅龙镇广场,上海市静安区南京西路1038号,,上海梅龙镇广场有限公司,已开业,1997,7.0,10,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1038号,121.452229964292,31.230904134564,100,上海市静安区南京西路1038号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3806_上海梅龙镇广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3806_上海梅龙镇广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3806_上海梅龙镇广场.jpg,1,1024,1024,98.789,44.849,0.096591,0.004242,0.452671,0.163455,0.911084,0.012735,原始地址疑似外地/异常；缺少大尺度矩形屋顶证据,需复核
3955,上海美罗城,上海市徐汇区肇家浜路1111号,,新加坡美罗控股公司,已开业,1998,6.7,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区肇家浜路1111号,121.4311138,31.1900943,75.24,上海市徐汇区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3955_上海美罗城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3955_上海美罗城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3955_上海美罗城.jpg,1,1024,1024,88.978,50.072,0.219447,0.002497,0.462396,0.127293,0.888654,0.017109,地理编码分数低,需复核
4010,上海信业购物中心,信业购物中心，上海市上海市嘉定区嘉定环城路762弄1-6号,,广东信业地产集团有限公司,已开业,2020,6.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,信业购物中心，上海市上海市嘉定区嘉定环城路762弄1-6号,121.238993537439,31.394301153188,71.49,上海市嘉定区嘉定环城路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4010_上海信业购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4010_上海信业购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4010_上海信业购物中心.jpg,1,1024,1024,104.888,52.699,0.389153,0.003229,0.162760,0.228824,0.471835,0.998048,地理编码分数低,需复核
4187,上海蓝湾天地,上海市奉贤区云樱路268号,,上海临港经济发展（集团）有限公司,已开业,2021,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区云樱路268号,121.4693834,30.9204487,77.64,上海市奉贤区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4187_上海蓝湾天地.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4187_上海蓝湾天地.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4187_上海蓝湾天地.jpg,1,1024,1024,101.362,37.469,0.255095,0.001808,0.279132,0.103754,0.742744,0.998048,地理编码分数低,需复核
4437,上海罗宾森购物广场,上海市嘉定区罗宾森购物广场,,菲律宾顶峰控股集团,已开业,2017,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区罗宾森购物广场,121.2606119,31.377756,77.64,上海市嘉定区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4437_上海罗宾森购物广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4437_上海罗宾森购物广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4437_上海罗宾森购物广场.jpg,1,1024,1024,95.980,45.400,0.459743,0.006679,0.204369,0.241920,0.864521,0.998048,地理编码分数低,需复核
4465,上海曲阳生活购物中心,上海市虹口区生活购物中心,,上海曲阳生活购物中心有限公司,已开业,2020,6.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区生活购物中心,121.5007794,31.2664424,79.2,上海市虹口区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4465_上海曲阳生活购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4465_上海曲阳生活购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4465_上海曲阳生活购物中心.jpg,1,1024,1024,93.190,52.429,0.322781,0.021765,0.290880,0.232222,0.740275,0.019430,地理编码分数低,需复核
4541,上海龙盛国际商业广场,上海市闵行区龙盛国际商业广场,,浙江龙盛集团股份有限公司,已开业,2016,6.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区龙盛国际商业广场,121.3769429,31.1147666,76.37,上海市闵行区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4541_上海龙盛国际商业广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4541_上海龙盛国际商业广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4541_上海龙盛国际商业广场.jpg,1,1024,1024,83.297,44.301,0.434038,0.000026,0.308782,0.249130,0.503739,0.998048,地理编码分数低,需复核
4563,上海百联曲阳购物中心,上海市虹口区百联曲阳购物中心,百联,上海百联集团股份有限公司,已开业,2020,5.88,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区百联曲阳购物中心,121.5007794,31.2664424,76.37,上海市虹口区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4563_上海百联曲阳购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4563_上海百联曲阳购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4563_上海百联曲阳购物中心.jpg,1,1024,1024,93.190,52.429,0.322781,0.021765,0.290880,0.232222,0.740275,0.019430,地理编码分数低,需复核
4577,上海世茂广场,上海市黄浦区南京路步行街829号,世茂,上海世茂股份有限公司,已开业,2019,5.8,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区南京路步行街829号,121.475339037746,31.237701161323,91.25,上海市黄浦区南京东路街道南京路步行街,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4577_上海世茂广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4577_上海世茂广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4577_上海世茂广场.jpg,1,1024,1024,92.519,54.275,0.143579,0.008788,0.455474,0.212758,0.868712,0.016147,原始地址疑似外地/异常,需复核
4583,上海恒生万鹂商业广场,上海市浦东新区恒生万鹂商业广场,,上海恒谷置业有限公司,已开业,2019,5.8,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区恒生万鹂商业广场,121.5387401,31.221782599,77.78,上海市浦东新区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4583_上海恒生万鹂商业广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4583_上海恒生万鹂商业广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4583_上海恒生万鹂商业广场.jpg,1,1024,1024,106.981,48.193,0.362755,0.000664,0.187061,0.197121,0.867732,0.063714,地理编码分数低,需复核
4763,上海恒隆广场,上海市静安区南京西路1266号,恒隆,恒隆地产有限公司,已开业,2001,5.37,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1266号,121.449660910969,31.229831711962,100,上海市静安区南京西路1266号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4763_上海恒隆广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4763_上海恒隆广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4763_上海恒隆广场.jpg,1,1024,1024,90.361,48.773,0.197096,0.002943,0.438634,0.139581,0.893018,0.018680,原始地址疑似外地/异常,需复核
4848,上海湖滨道购物中心,上海市黄浦区企业天地2期|5号楼,,瑞安新天地有限公司,已开业,2017,5.1,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区企业天地2期|5号楼,121.46475575942,31.210520960408,76.33,五号楼,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4848_上海湖滨道购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4848_上海湖滨道购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4848_上海湖滨道购物中心.jpg,1,1024,1024,87.728,49.095,0.181074,0.002938,0.486525,0.153390,0.896653,0.101950,地理编码分数低,需复核
4972,上海奉贤苏宁生活广场,上海市奉贤区苏宁生活广场,苏宁,苏宁置业集团有限公司,已开业,2016,5.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区苏宁生活广场,121.4693834,30.9204487,79.2,上海市奉贤区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\4972_上海奉贤苏宁生活广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4972_上海奉贤苏宁生活广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\4972_上海奉贤苏宁生活广场.jpg,1,1024,1024,101.362,37.469,0.255095,0.001808,0.279132,0.103754,0.742744,0.998048,地理编码分数低,需复核
5045,上海永业购物中心,上海市青浦区永业购物中心,,上海永业企业（集团）有限公司,已开业,2008,,3,上海市,上海市,1,"夏热冬冷A区,夏热冬冷A区",2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区永业购物中心,121.1195519,31.1521636,79.16,上海市青浦区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\5045_上海永业购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5045_上海永业购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\5045_上海永业购物中心.jpg,1,1024,1024,83.394,52.964,0.387292,0.002675,0.275374,0.168095,0.531023,0.998048,地理编码分数低,需复核
5232,上海宝乐汇·佘山商业广场,上海市松江区宝乐汇·佘山商业广场,,上海宝地不动产资产管理有限公司,已开业,2021,5.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区宝乐汇·佘山商业广场,121.2232077,31.034405199,74.25,上海市松江区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\5232_上海宝乐汇·佘山商业广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5232_上海宝乐汇·佘山商业广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\5232_上海宝乐汇·佘山商业广场.jpg,1,1024,1024,90.976,53.555,0.340961,0.008083,0.238479,0.147403,0.888726,0.998048,地理编码分数低,需复核
5300,上海云汇天地,上海市浦东新区云汇天地(暂停营业),,上海中路（集团）有限公司,已开业,2022,5.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区云汇天地(暂停营业),121.64131,31.2246,77.71,上海浦东新区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\5300_上海云汇天地.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5300_上海云汇天地.jpg,C:\PV\datasets\shanghai_malls_satellite\images\5300_上海云汇天地.jpg,1,1024,1024,85.588,43.875,0.532198,0.001594,0.188122,0.102833,0.204004,0.998048,地理编码分数低；中心区域非绿地占比低,需复核
5341,上海百联滨江购物中心,上海市杨浦区百联滨江购物中心,百联,上海百联集团股份有限公司,已开业,2015,4.89,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区百联滨江购物中心,121.5211877,31.2617238,76.37,上海市杨浦区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\5341_上海百联滨江购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5341_上海百联滨江购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\5341_上海百联滨江购物中心.jpg,1,1024,1024,99.115,57.267,0.169850,0.006302,0.394180,0.227144,0.808980,0.030530,地理编码分数低,需复核
