id,name,location,brand,developer,status,opening_year,area_wan_sqm,floors,province,city,city_level,climate_zone,created_at,updated_at,geocode_query,longitude,latitude,geocode_score,geocode_address,geocode_status,geocode_error,geocode_provider,geocode_repaired
2915,上海近铁城市广场,上海市普陀区真北路818弄,,上海长昭实业有限公司,已开业,2015,8.8,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区真北路818弄,121.384944853011,31.250435944571,89.23,上海市普陀区真北路,ok,,arcgis_world_geocoding,0
2918,上海中房金谊广场,上海市浦东新区上南路4467号,,上海中房置业股份有限公司,已开业,2012,8.8,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区上南路4467号,121.497051698863,31.157165604552,88.33,上海市浦东新区上南路,ok,,arcgis_world_geocoding,0
2963,上海静安嘉里中心,上海市静安区南京西路1515号,,嘉里建设有限公司,已开业,2013,8.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1515号,121.444745511489,31.224945188139,100,上海市静安区南京西路1515号,ok,,arcgis_world_geocoding,0
3022,上海百联世纪购物中心,百联世纪购物中心，上海市上海市浦东新区世纪大道1217号世纪大道地铁站1号出口,百联,上海百联集团股份有限公司,已开业,2017,8.43,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,百联世纪购物中心，上海市上海市浦东新区世纪大道1217号世纪大道地铁站1号出口,121.523088700639,31.232187936674,95.93,百联世纪,ok,,arcgis_world_geocoding,0
3028,上海徐汇绿地缤纷城,上海市徐汇区东安路562号,绿地,绿地控股集团股份有限公司,已开业,2017,8.4,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区东安路562号,121.457413493934,31.183952480174,89.23,上海市徐汇区东安路,ok,,arcgis_world_geocoding,0
3038,上海开元地中海,上海市松江区新松江路|925号,,杭州开元物产集团有限公司,已开业,2007,8.4,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区新松江路|925号,121.213271326409,31.040791355739,100,上海市松江区方松街道新松江路925号,ok,,arcgis_world_geocoding,0
3040,上海文峰广场（张杨北路店）,上海市浦东新区张杨北路801号,,江苏文峰集团有限公司,已开业,2014,8.4,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区张杨北路801号,121.582998382665,31.273616008122,100,上海市浦东新区张杨北路801号,ok,,arcgis_world_geocoding,0
3051,上海百联金山购物中心,上海市金山区卫清西路188号,百联,上海百联集团股份有限公司,已开业,2011,8.35,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市金山区卫清西路188号,121.333529145444,30.73001165251,90,上海市金山区卫清西路,ok,,arcgis_world_geocoding,0
3060,上海金虹桥商场,上海市长宁区茅台路179号,,印尼金光集团,已开业,2015,8.3,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区茅台路179号,121.395616870731,31.211643033227,100,上海市长宁区仙霞新村街道茅台路179号,ok,,arcgis_world_geocoding,0
3066,上海太平洋新天地商业广场,上海市黄浦区东台路/浏河口路,,瑞安新天地有限公司,已开业,2024,8.3,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区东台路/浏河口路,121.476360189058,31.222751018117,89.23,上海市黄浦区淮海中路街道东台路,ok,,arcgis_world_geocoding,0
3072,上海临港万达广场,万达广场(上海临港店)，上海市上海市浦东新区鸿音路2555号,万达,珠海万达商业管理集团股份有限公司,已开业,2022,8.2,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市上海临港万达广场,121.318778960357,31.242004108679,89.27,万达广场,ok,,arcgis_world_geocoding_repaired_shanghai_bbox,1
3076,上海海梦一方（Dream,上海市闵行区莲花南路,,中信泰富（中国）投资有限公司,已开业,2023,8.2,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区莲花南路,121.3955784,31.120379,100,莲花南路,ok,,arcgis_world_geocoding,0
3106,上海青浦卓悦时光,上海市青浦区青浦工业园区竹盈路/胜利路交叉口,,卓越置业集团有限公司,已开业,2022,8.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区青浦工业园区竹盈路/胜利路交叉口,121.099456847595,31.180179271542,79.95,上海市青浦区香花桥街道胜利路,ok,,arcgis_world_geocoding,0
3135,上海静安MOHO,上海市静安区江宁路|699,合生,合生创展集团,已开业,2022,8.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区江宁路|699,121.438975188275,31.245778849938,98.9,上海市静安区江宁路699号,ok,,arcgis_world_geocoding,0
3143,上海张江高科站广场,上海市浦东新区碧波路635号,,上海张江高科技园区开发股份有限公司,未开业,2026,8.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区碧波路635号,121.580693284623,31.197408034895,98.9,上海市浦东新区碧波路635号,ok,,arcgis_world_geocoding,0
3249,上海九亭金地广场,上海市松江区沪亭北路65号,金地,金地商置集团有限公司,已开业,2020,8.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区沪亭北路65号,121.311206486396,31.150065462807,91.92,上海市松江区沪亭北路,ok,,arcgis_world_geocoding,0
3270,上海佛罗伦萨小镇,上海市浦东新区卓耀路58弄,,意大利芬琴集团（Fingen Group）,已开业,2015,8.0,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区卓耀路58弄,121.5387401,31.221782599,80.65,上海市浦东新区,ok,,arcgis_world_geocoding,0
3281,上海森兰招商花园城,上海市浦东新区启帆路,招商,招商局蛇口工业区控股股份有限公司,已开业,2021,8.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区启帆路,121.64131,31.2246,87.85,上海浦东新区,ok,,arcgis_world_geocoding,0
3295,上海森兰商都,上海市浦东新区张杨北路2988号,,上海外高桥集团股份有限公司,已开业,2014,8.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区张杨北路2988号,121.58533606685,31.314210469909,89.06,上海市浦东新区张杨北路,ok,,arcgis_world_geocoding,0
3341,上海嘉定明发砂之船奥特莱斯,上海市嘉定区沪宜公路|2853号,砂之船,明发集团有限公司,已开业,2024,8.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区沪宜公路|2853号,121.219549915034,31.369724288714,88.33,上海市嘉定区沪宜公路,ok,,arcgis_world_geocoding,0
3409,上海BIU购物中心,上海市浦东新区凌兆路|455号,,上海远筑置业发展有限公司,已开业,2023,8.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区凌兆路|455号,121.494793323096,31.145355065442,90,上海市浦东新区三林镇凌兆路,ok,,arcgis_world_geocoding,0
3420,上海华贸中心,上海市虹口区高阳路|177,,北京国华置业有限公司,已开业,2025,8.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区高阳路|177,121.494128696247,31.260170826433,91.25,上海市虹口区嘉兴路街道高阳路,ok,,arcgis_world_geocoding,0
3436,上海美莘时代广场,上海市闵行区莘福路288号,,上海莘北实业公司,已开业,2023,8.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区莘福路288号,121.355248165006,31.108942450781,89.23,上海市闵行区莘福路,ok,,arcgis_world_geocoding,0
3477,上海博荟广场ONE,上海市黄浦区龙华东路325号,绿地,绿地控股集团股份有限公司,已开业,2022,7.9,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区龙华东路325号,121.481520869076,31.198152461223,90,上海市黄浦区半淞园路街道龙华东路,ok,,arcgis_world_geocoding,0
3480,上海临港爱琴海购物公园,上海市浦东新区保利铃兰公馆,爱琴海,红星美凯龙控股集团有限公司,已开业,2023,7.81,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区保利铃兰公馆,121.5387401,31.221782599,80.68,上海市浦东新区,ok,,arcgis_world_geocoding,0
3494,上海金山方圆荟,上海市金山区枫湾路,,世纪金源投资集团有限公司,已开业,2024,7.8,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市金山区枫湾路,121.016874745565,30.898591467595,100,上海市金山区枫湾路,ok,,arcgis_world_geocoding,0
3509,上海鹿都国际商业广场,上海市松江区松汇中路568号,,上海鹿都房地产开发有限公司,已开业,2011,7.7,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区松汇中路568号,121.225167693309,31.006006128715,90,上海市松江区松汇中路,ok,,arcgis_world_geocoding,0
3513,上海金桥太茂商业广场,上海市浦东新区金高路1882号,,上海陆景置业有限公司,已开业,2017,7.7,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区金高路1882号,121.605779003293,31.281000671013,88.33,上海市浦东新区金高路,ok,,arcgis_world_geocoding,0
3537,上海jic静安国际中心,上海市静安区裕通路89号,,上海宝恒置业有限公司,已开业,2021,7.6,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区裕通路89号,121.449009543568,31.245805590852,91.25,上海市静安区卓悦局裕通路,ok,,arcgis_world_geocoding,0
3541,上海万嘉商业广场,上海市浦东新区东靖路1881号,,上海广洋（集团）有限公司,已开业,2014,7.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区东靖路1881号,121.566740066675,31.293814013381,88.33,上海市浦东新区东靖路,ok,,arcgis_world_geocoding,0
3570,上海百盛优客城市广场（天山店）,上海市长宁区天山路789号,,上海新长宁（集团）有限公司,已开业,2016,7.5,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区天山路789号,121.376127819667,31.217640480707,89.23,上海市长宁区天山路,ok,,arcgis_world_geocoding,0
3572,上海AI,上海市徐汇区云锦路683号,,上海西岸开发（集团）有限公司,已开业,2022,7.5,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区云锦路683号,121.45411527057,31.167372198063,89.23,上海市徐汇区龙华街道云锦路,ok,,arcgis_world_geocoding,0
3604,上海长江国际生活广场,上海市宝山区殷高西路333号,,上海临江控股（集团）有限公司,已开业,2015,7.4,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区殷高西路333号,121.472295922063,31.322806497737,90,上海市宝山区高境镇殷高西路,ok,,arcgis_world_geocoding,0
3617,上海晶品Crystal,上海市静安区愚园路68号,,丰泰地产投资有限公司,已开业,2016,7.3,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区愚园路68号,121.441388618571,31.226640379509,98.9,上海市静安区静安寺街道愚园路68号,ok,,arcgis_world_geocoding,0
3624,上海嘉定宝龙广场,嘉定宝龙广场，上海市上海市嘉定区阿克苏路1099号,宝龙,宝龙地产控股有限公司,已开业,2017,7.3,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,嘉定宝龙广场，上海市上海市嘉定区阿克苏路1099号,121.252206355657,31.35637389204,82.5,上海市嘉定阿克苏路,ok,,arcgis_world_geocoding,0
3630,龙湖上海金汇天街,上海市奉贤区大叶公路/浦星公路,龙湖,龙湖集团控股有限公司,已开业,2022,7.3,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区大叶公路/浦星公路,121.521670727216,30.904638018745,90,上海市奉贤区浦星公路,ok,,arcgis_world_geocoding,0
3646,上海新华联国际中心,上海市闵行区申滨路473号,,新华联文化旅游发展股份有限公司,已开业,2017,7.2,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区申滨路473号,121.304698837627,31.204892924883,89.23,上海市闵行区申滨路,ok,,arcgis_world_geocoding,0
3656,上海星荟中心,上海市虹口区天潼路328号,,印尼金光集团,已开业,2023,7.2,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区天潼路328号,121.483261874295,31.247602718535,98.9,上海市虹口区北外滩街道天潼路328号,ok,,arcgis_world_geocoding,0
3736,上海百联西郊购物中心,上海市长宁区仙霞西路88号,百联,上海百联集团股份有限公司,已开业,2023,7.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区仙霞西路88号,121.365722940008,31.210957090934,100,上海市长宁区仙霞西路88号,ok,,arcgis_world_geocoding,0
3797,上海虹桥丽宝乐园,上海市闵行区锡虹路368号,,丽宝（上海）房地产开发有限公司,已开业,2020,7.0,1,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区锡虹路368号,121.306967724976,31.198736608302,89.23,上海市闵行区锡虹路,ok,,arcgis_world_geocoding,0
3806,上海梅龙镇广场,上海市静安区南京西路1038号,,上海梅龙镇广场有限公司,已开业,1997,7.0,10,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1038号,121.452229964292,31.230904134564,100,上海市静安区南京西路1038号,ok,,arcgis_world_geocoding,0
3816,上海金臣联美虹桥汇,上海市闵行区申长路990号,,上海金臣房地产发展有限公司,已开业,2023,7.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区申长路990号,121.314692991875,31.185619677929,98.9,上海市闵行区申长路990号,ok,,arcgis_world_geocoding,0
3869,上海首位SHOWAY二期,上海市青浦区蟠中东路188弄,,上海联美投资有限公司,已开业,2023,7.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区蟠中东路188弄,121.281406875442,31.187015439087,90,上海市青浦区徐泾镇蟠中东路,ok,,arcgis_world_geocoding,0
3890,合景富力·悠方（上海）,上海市杨浦区殷行路1388号,,合景泰富集团控股有限公司,已开业,2018,7.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区殷行路1388号,121.506715188522,31.330877425936,87.5,上海市杨浦区新江湾城街道殷行路,ok,,arcgis_world_geocoding,0
3900,上海GALA,上海市浦东新区银城路66号,,中信泰富（中国）投资有限公司,已开业,2018,7.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区银城路66号,121.505877665014,31.243234207501,100,上海市浦东新区陆家嘴街道银城路66号,ok,,arcgis_world_geocoding,0
3942,上海信泰中心T,上海市普陀区大渡河路1416-1460号,,中信泰富（中国）投资有限公司,已开业,2023,6.8,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区大渡河路1416-1460号,121.391848941934,31.238875359819,83.42,上海市普陀区大渡河路,ok,,arcgis_world_geocoding,0
3947,上海晶耀前滩,上海市浦东新区耀体路308号,,铁狮门房地产咨询（北京）有限公司,已开业,2019,6.8,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区耀体路308号,121.471628138662,31.155849388328,90,上海市浦东新区耀体路,ok,,arcgis_world_geocoding,0
3955,上海美罗城,上海市徐汇区肇家浜路1111号,,新加坡美罗控股公司,已开业,1998,6.7,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区肇家浜路1111号,121.4311138,31.1900943,75.24,上海市徐汇区,ok,,arcgis_world_geocoding,0
3963,上海宝山阅江汇,上海市宝山区宝杨路1公里,绿地,绿地控股集团股份有限公司,已开业,2024,6.7,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区宝杨路1公里,121.452231170379,31.385647898914,91.25,上海市宝山区杨行镇宝杨路,ok,,arcgis_world_geocoding,0
3979,上海阳光天地（唐镇店）,上海市浦东新区高科东路777号弄1号,,阳光城集团股份有限公司,已开业,2018,6.6,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区高科东路777号弄1号,121.701242001339,31.223731324189,86.39,上海市浦东新区高科东路,ok,,arcgis_world_geocoding,0
3986,上海96广场,九六广场，上海市上海市浦东新区陆家嘴东方路796号,,上海陆家嘴（集团）有限公司,已开业,2009,6.6,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,九六广场，上海市上海市浦东新区陆家嘴东方路796号,121.520851533333,31.230285232667,98.75,96广场,ok,,arcgis_world_geocoding,0
4010,上海信业购物中心,信业购物中心，上海市上海市嘉定区嘉定环城路762弄1-6号,,广东信业地产集团有限公司,已开业,2020,6.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,信业购物中心，上海市上海市嘉定区嘉定环城路762弄1-6号,121.238993537439,31.394301153188,71.49,上海市嘉定区嘉定环城路,ok,,arcgis_world_geocoding,0
4039,上海大宁音乐广场,上海市静安区万荣路777号,,上海大宁资产经营（集团）有限公司,已开业,2016,6.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区万荣路777号,121.437907312847,31.285643906097,89.23,上海市静安区万荣路,ok,,arcgis_world_geocoding,0
4042,上海嘉亭荟城市生活广场,上海市嘉定区墨玉南路1055-1077号,,崇邦新基（上海）企业管理咨询有限公司,已开业,2012,6.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区墨玉南路1055-1077号,121.160052352958,31.282975983145,83.42,上海市嘉定区墨玉南路,ok,,arcgis_world_geocoding,0
4074,上海星空广场,上海市长宁区虹桥路1665号,,上海亚和投资管理有限公司,已开业,2016,6.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区虹桥路1665号,121.398758776353,31.20077943551,100,上海市长宁区虹桥街道虹桥路1665号,ok,,arcgis_world_geocoding,0
4075,上海周浦绿地缤纷广场,上海市浦东新区,绿地,绿地控股集团股份有限公司,已开业,2017,6.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区,121.5387401,31.221782599,100,上海市浦东新区,ok,,arcgis_world_geocoding,0
4087,上海瑞虹天地月亮湾,上海市虹口区瑞虹路188号,,瑞安新天地有限公司,已开业,2017,6.4,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区瑞虹路188号,121.495425743905,31.267081958961,89.23,上海市虹口区嘉兴路街道瑞虹路,ok,,arcgis_world_geocoding,0
4092,上海星联.兰韵中心,上海市青浦区蟠龙路899弄,,上海博万兰韵投资有限公司,已开业,2024,6.4,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区蟠龙路899弄,121.278296812381,31.184938630991,89.23,上海市青浦区徐泾镇蟠龙路,ok,,arcgis_world_geocoding,0
4097,上海汇智国际商业中心,上海市浦东新区金科路3057号,,上海浦东软件园股份有限公司,已开业,2015,6.39,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区金科路3057号,121.596977972238,31.205080496708,100,上海市浦东新区金科路3057号,ok,,arcgis_world_geocoding,0
4122,上海百联川沙购物中心,上海市浦东新区川沙路5558号,百联,上海百联集团股份有限公司,已开业,2017,6.26,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区川沙路5558号,121.698239162656,31.176579512782,88.33,上海市浦东新区川沙路,ok,,arcgis_world_geocoding,0
4126,上海浦东东方懿德城,上海市浦东新区三鲁公路/懿行路,,上海市浦东新区房地产交易市场有限公司,已开业,2019,6.2,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区三鲁公路/懿行路,121.500768783801,31.128554281588,92.5,上海市浦东新区三鲁公路,ok,,arcgis_world_geocoding,0
4140,上海汇金奥特莱斯,上海市闵行区沪闵路|9001号|3号,,上海徐家汇商城股份有限公司,已开业,2016,6.2,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区沪闵路|9001号|3号,121.396920844806,31.068516662699,84.69,上海市闵行区沪闵路,ok,,arcgis_world_geocoding,0
4151,上海苏河湾万象天地,上海市静安区福建北路,华润,华润置地有限公司,已开业,2022,6.1,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区福建北路,121.474308033127,31.2438621586,100,上海市静安区福建北路,ok,,arcgis_world_geocoding,0
4165,上海青浦怀盛399广场,上海市青浦区淀山湖大道399号,,上海怀盛房地产开发有限公司,已开业,2018,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区淀山湖大道399号,121.083482490937,31.140301464324,90.67,上海市青浦区盈浦街道淀山湖大道,ok,,arcgis_world_geocoding,0
4187,上海蓝湾天地,上海市奉贤区云樱路268号,,上海临港经济发展（集团）有限公司,已开业,2021,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区云樱路268号,121.4693834,30.9204487,77.64,上海市奉贤区,ok,,arcgis_world_geocoding,0
4222,上海百联青浦购物中心,上海市青浦区盈港路1560号,百联,上海吉富绅置业集团有限公司,已开业,2018,6.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区盈港路1560号,121.1281631195,31.16178619308,87.5,上海市青浦区夏阳街道盈港路,ok,,arcgis_world_geocoding,0
4247,上海搜乐城,上海市虹口区广粤路299号,,上海捷之晟投资管理有限公司,已开业,2019,6.0,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区广粤路299号,121.463161162551,31.306564365434,89.23,上海市虹口区江湾镇街道广粤路,ok,,arcgis_world_geocoding,0
4304,上海浦东禹悦汇,上海市浦东新区沪南公路9928号,,禹洲集团控股有限公司,已开业,2016,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区沪南公路9928号,121.579682330835,31.088276739413,89.06,上海市浦东新区沪南公路,ok,,arcgis_world_geocoding,0
4345,上海中原城市广场,上海市杨浦区国和路701号,,上海五角场（集团）有限公司,已开业,2013,6.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区国和路701号,121.514937074829,31.308368389342,89.23,上海市杨浦区国和路,ok,,arcgis_world_geocoding,0
4356,上海国华广场,上海市杨浦区闸殷路1555号,,上海荣都投资有限公司,已开业,2020,6.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区闸殷路1555号,121.512572617125,31.321612388097,87.5,上海市杨浦区闸殷路,ok,,arcgis_world_geocoding,0
4362,上海东鼎购物中心,上海市松江区东鼎购物中心,,上海东鼎投资集团有限公司,已开业,2016,6.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区东鼎购物中心,121.206843286888,31.039903311677,100,东鼎购物中心,ok,,arcgis_world_geocoding,0
4414,上海恒都广场,上海市松江区茸梅路600弄,,上海恒都置业有限公司,已开业,2019,6.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区茸梅路600弄,121.241587498403,31.047906987242,89.23,上海市松江区茸梅路,ok,,arcgis_world_geocoding,0
4419,上海天和广场,上海市浦东新区祝桥镇百熙路/华星路,,上海天和投资有限公司,已开业,2022,6.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区祝桥镇百熙路/华星路,121.75871929178,31.120729892086,91.72,上海市浦东新区华星路,ok,,arcgis_world_geocoding,0
4424,上海百联南方购物中心二区,上海市闵行区百联南方购物中心,百联,上海百联集团股份有限公司,已开业,2020,6.0,9,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区百联南方购物中心,121.395708283864,31.133843490643,100,百联南方购物中心,ok,,arcgis_world_geocoding,0
4434,上海兆丰广场,上海市长宁区长宁路1027号,,上海新长宁（集团）有限公司,已开业,2016,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区长宁路1027号,121.389208618229,31.22004820181,87.5,上海市长宁区长宁路,ok,,arcgis_world_geocoding,0
4437,上海罗宾森购物广场,上海市嘉定区罗宾森购物广场,,菲律宾顶峰控股集团,已开业,2017,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区罗宾森购物广场,121.2606119,31.377756,77.64,上海市嘉定区,ok,,arcgis_world_geocoding,0
4439,上海平高广场,上海市松江区九峰路118号,,上海平高企业集团有限公司,已开业,2017,6.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区九峰路118号,121.22608586238,31.017415189101,89.23,上海市松江区岳阳街道九峰路,ok,,arcgis_world_geocoding,0
4464,上海虹口万泰广场,上海市虹口区广灵二路247号,,,已开业,2021,6.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区广灵二路247号,121.468498327864,31.285853387551,90,上海市虹口区广中路街道广灵二路,ok,,arcgis_world_geocoding,0
4465,上海曲阳生活购物中心,上海市虹口区生活购物中心,,上海曲阳生活购物中心有限公司,已开业,2020,6.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区生活购物中心,121.5007794,31.2664424,79.2,上海市虹口区,ok,,arcgis_world_geocoding,0
4473,上海虹桥中心Art,上海市长宁区天山西路541号,,光大安石（北京）资产管理有限公司,已开业,2022,6.0,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区天山西路541号,121.356632306248,31.220028102821,98.9,上海市长宁区天山西路541号,ok,,arcgis_world_geocoding,0
4474,上海金融街购物中心,上海市静安区中兴路,,金融街控股股份有限公司,已开业,2022,6.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区中兴路,121.4643534,31.255077999,100,中兴路,ok,,arcgis_world_geocoding,0
