id,name,location,brand,developer,status,opening_year,area_wan_sqm,floors,province,city,city_level,climate_zone,created_at,updated_at,geocode_query,longitude,latitude,geocode_score,geocode_address,geocode_status,geocode_error,geocode_provider,geocode_repaired
5852,上海飞航广场,上海市松江区玉树路2559号,,上海永航置业有限公司,已开业,2016,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区玉树路2559号,121.204480764394,31.011503825874,100,上海市松江区玉树路2559号,ok,,arcgis_world_geocoding,0
5854,上海龙阳广场,上海市浦东新区龙阳广场,,上海金贵缘投资管理有限公司,已开业,2014,4.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区龙阳广场,121.5387401,31.221782599,84.6,上海市浦东新区,ok,,arcgis_world_geocoding,0
5855,上海吴泾宝龙广场,上海市闵行区剑川路438号,宝龙,宝龙地产控股有限公司,已开业,2017,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区剑川路438号,121.393083665976,31.02206014884,89.23,上海市闵行区剑川路,ok,,arcgis_world_geocoding,0
5860,上海九亭旭辉U天地,上海市松江区旭辉九亭u天地,旭辉,旭辉控股（集团）有限公司,已开业,2017,4.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区旭辉九亭u天地,121.320320385044,31.141558179324,90.92,九亭U天地,ok,,arcgis_world_geocoding,0
5869,上海白丽生活广场,上海市普陀区白丽生活广场,,上海安居房产开发有限责任公司,已开业,2010,4.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区白丽生活广场,121.324107144603,31.289496099637,80.33,广场,ok,,arcgis_world_geocoding,0
5873,上海乐尚天地生活广场,上海市松江区乐尚天地生活广场,,杭州开元物产集团有限公司,已开业,2017,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区乐尚天地生活广场,121.225687772389,31.056694935544,83.04,生活广场,ok,,arcgis_world_geocoding,0
5899,上海君欣时代广场,上海市杨浦区控江路1777号,,上海临港经济发展（集团）有限公司,已开业,2018,4.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区控江路1777号,121.531355105689,31.284683150743,87.5,上海市杨浦区长白新村街道控江路,ok,,arcgis_world_geocoding,0
5905,大上海时代广场,上海市黄浦区淮海中路99号,九龙仓,九龙仓集团有限公司,已开业,2014,4.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区淮海中路99号,121.471454372162,31.225797811995,91.92,上海市黄浦区淮海中路街道淮海中路,ok,,arcgis_world_geocoding,0
5909,上海浦东新大陆广场,上海市浦东新区南泉北路528号,,新大陆发展（上海）有限公司,已开业,1997,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区南泉北路528号,121.514971275588,31.231935318202,100,上海市浦东新区陆家嘴街道南泉北路528号,ok,,arcgis_world_geocoding,0
5916,上海南桥新城传悦坊,上海市奉贤区南奉公路,,上海上报资产管理有限公司,已开业,2022,4.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区南奉公路,121.577140374662,30.926091498166,100,上海市奉贤区南奉公路,ok,,arcgis_world_geocoding,0
5933,上海吉宝绿地缤纷城,上海市宝山区绿地缤纷城,绿地,吉宝集团有限公司,已开业,2019,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区绿地缤纷城,121.451986722666,31.185515107756,83.91,绿地缤纷城,ok,,arcgis_world_geocoding,0
5970,上海松江乐都商业广场,上海市松江区乐都路,,上海绿邹置业有限公司,已开业,2022,4.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区乐都路,121.224792150785,31.015660930351,100,上海市松江区乐都路,ok,,arcgis_world_geocoding,0
5997,上海航头金航城,上海市浦东新区鹤恒路/鹤雷路交叉口,,上海金航城置业有限公司,已开业,2023,4.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区鹤恒路/鹤雷路交叉口,121.595816303775,31.078173351453,86.84,上海市浦东新区鹤恒路,ok,,arcgis_world_geocoding,0
6008,上海百润时代购物中心,上海市黄浦区南一路,,上海百业信置业发展有限公司,已开业,2023,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区南一路,121.479864,31.2335925,85.8,上海市黄浦区,ok,,arcgis_world_geocoding,0
6031,上海松江合生新天地,上海市松江区文诚路500弄1号,,上海壹豪资产管理有限公司,已开业,2016,4.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区文诚路500弄1号,121.21118468193,31.034511801499,98.26,上海市松江区方松街道文诚路500号,ok,,arcgis_world_geocoding,0
6035,上海悦荟广场,上海市黄浦区南京路步行街353号,,,已开业,2015,4.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区南京路步行街353号,121.475339037746,31.237701161323,91.25,上海市黄浦区南京东路街道南京路步行街,ok,,arcgis_world_geocoding,0
6055,上海KiNG88,上海市长宁区KiNG88(东五门),,上海实业控股有限公司,已开业,2018,3.9,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区KiNG88(东五门),121.4200917,31.2221187,75.24,上海市长宁区,ok,,arcgis_world_geocoding,0
6060,上海绿地·外滩潮方,上海市黄浦区南浦大厦,绿地,绿地控股集团股份有限公司,已开业,2022,3.9,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区南浦大厦,121.479864,31.2335925,83.16,上海市黄浦区,ok,,arcgis_world_geocoding,0
6062,上海力波·九坊,上海市闵行区虹梅南路,,深圳市深城投投资控股集团有限公司,已开业,2023,3.9,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区虹梅南路,121.4213657,31.1225031,100,虹梅南路,ok,,arcgis_world_geocoding,0
6084,上海嘉定日月光中心,上海市嘉定区城北路358号,,上海鼎固置业有限公司,已开业,2017,3.8,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区城北路358号,121.205912877944,31.423219848198,89.23,上海市嘉定区城北路,ok,,arcgis_world_geocoding,0
6094,上海金鹰国际购物广场,上海市静安区陕西北路278号,金鹰,金鹰商贸集团有限公司,已开业,2017,3.8,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区陕西北路278号,121.450097859581,31.230426910906,100,上海市静安区陕西北路278号,ok,,arcgis_world_geocoding,0
6097,上海红太阳商业广场,上海市宝山区通河路|531号|-539号,,上海荷中实业投资有限公司,已开业,2015,3.8,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区通河路|531号|-539号,121.442429308853,31.335154967783,83.53,上海市宝山区高境镇通河路,ok,,arcgis_world_geocoding,0
6118,上海奉贤经发商业广场,上海市奉贤区申宏大楼,,上海奉贤经济发展有限公司,已开业,2024,3.8,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区申宏大楼,121.4693834,30.9204487,83.11,上海市奉贤区,ok,,arcgis_world_geocoding,0
6120,上海香港广场,上海市黄浦区淮海中路|282|-283号,,丽丰控股有限公司,已开业,1998,3.8,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区淮海中路|282|-283号,121.469947882681,31.225513481174,97.65,上海市黄浦区淮海中路街道淮海中路282号,ok,,arcgis_world_geocoding,0
6124,上海One,上海市徐汇区华山路1901号,新鸿基,新鸿基有限公司,已开业,2020,3.78,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区华山路1901号,121.433060300272,31.199312490038,100,上海市徐汇区徐家汇街道华山路1901号,ok,,arcgis_world_geocoding,0
6142,上海奉贤美谷美购广场,上海市奉贤区年丰路/望园南路,,东方美谷投资集团有限公司,已开业,2021,3.7,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区年丰路/望园南路,121.4693834,30.9204487,77.64,上海市奉贤区,ok,,arcgis_world_geocoding,0
6144,上海南翔太茂商业广场,上海市嘉定区丰翔路3168号,,上海陆景置业有限公司,已开业,2017,3.7,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区丰翔路3168号,121.323879529777,31.303373579265,87.5,上海市嘉定区丰翔路,ok,,arcgis_world_geocoding,0
6145,上海览海国际广场,上海市浦东新区览海国际广场,,览海控股（集团）有限公司,已开业,2018,3.7,1,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区览海国际广场,121.64131,31.2246,80.68,上海浦东新区,ok,,arcgis_world_geocoding,0
6176,上海万辉国际广场,上海市闵行区虹梅南路863号,,上海万辉房地产开发有限公司,已开业,2018,3.6,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区虹梅南路863号,121.433844639113,31.086276822829,90,上海市闵行区虹梅南路,ok,,arcgis_world_geocoding,0
6187,上海大华锦绣国际,上海市浦东新区杨高南路北艾路,,大华(集团)有限公司,已开业,2017,3.6,10,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区杨高南路北艾路,121.520480051412,31.159976719528,92.5,上海市浦东新区杨高南路,ok,,arcgis_world_geocoding,0
6199,上海主场ESP电竞文化体验中心,上海市普陀区同普路428号,,广州超竞投资有限公司,已开业,2021,3.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区同普路428号,121.364388472105,31.234607907214,89.23,上海市普陀区同普路,ok,,arcgis_world_geocoding,0
6203,上海华漕绿地旭辉e天地,上海市闵行区华漕镇纪翟路256号,绿地,绿地控股集团股份有限公司,已开业,2016,3.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区华漕镇纪翟路256号,121.276374747963,31.224669956724,89.57,上海市闵行区纪翟路,ok,,arcgis_world_geocoding,0
6214,上海丰尚国际生活中心,上海市闵行区运乐路569弄,,上海丰柏企业发展有限公司,已开业,2013,3.6,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区运乐路569弄,121.279175579624,31.206819687819,89.23,上海市闵行区运乐路,ok,,arcgis_world_geocoding,0
6248,上海汇暻生活广场,上海市黄浦区汇暻生活广场,,上海璟合实业有限公司,已开业,2013,3.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区汇暻生活广场,121.479864,31.2335925,79.12,上海市黄浦区,ok,,arcgis_world_geocoding,0
6252,上海汇阳广场,上海市徐汇区田林东路75号,,上海民强投资（集团）有限公司,已开业,2015,3.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区田林东路75号,121.428956101383,31.175996424247,100,上海市徐汇区田林街道田林东路75号,ok,,arcgis_world_geocoding,0
6253,上海张江绿地缤纷广场,上海市浦东新区张江高科技园区金科路788号,绿地,绿地控股集团股份有限公司,已开业,2018,3.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区张江高科技园区金科路788号,121.596043454632,31.206455085878,81.67,上海市浦东新区金科路,ok,,arcgis_world_geocoding,0
6257,上海中信泰富广场,上海市静安区中信泰富广场,,中信泰富（中国）投资有限公司,已开业,2022,3.5,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区中信泰富广场,121.4427835,31.229518299,79.2,上海市静安区,ok,,arcgis_world_geocoding,0
6264,上海十尚坊,上海市闵行区龙茗路1001号,,上海丰柏企业发展有限公司,已开业,2015,3.5,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区龙茗路1001号,121.37746534532,31.159770321607,87.5,上海市闵行区龙茗路,ok,,arcgis_world_geocoding,0
6270,上海五龙商业广场,上海市松江区光星路|1399号,,上海微绿投资管理有限公司,已开业,2018,3.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区光星路|1399号,121.237055637217,31.051906111136,87.5,上海市松江区光星路,ok,,arcgis_world_geocoding,0
6294,上海华漕生活馆,上海市闵行区华漕生活馆,,上海地产（集团）有限公司,已开业,2016,3.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区华漕生活馆,121.3208875,31.2241389,83.91,华漕,ok,,arcgis_world_geocoding,0
6306,上海虹桥现所·创邑MIX,上海市长宁区天山路1111号,,上海创邑实业有限公司,已开业,2023,3.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区天山路1111号,121.376127819667,31.217640480707,87.5,上海市长宁区天山路,ok,,arcgis_world_geocoding,0
6314,上海三迪新天地,上海市松江区广富林路358弄,,中国三迪控股有限公司,已开业,2022,3.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区广富林路358弄,121.148934212354,31.049058042271,90,上海市松江区广富林路,ok,,arcgis_world_geocoding,0
6328,上海叁宸里,上海市浦东新区成山路/锦绣路交叉口,,上海叁宸实业有限公司,已开业,2023,3.5,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区成山路/锦绣路交叉口,121.541646709987,31.168300471292,86.84,上海市浦东新区锦绣路,ok,,arcgis_world_geocoding,0
6329,上海川沙九六广场,上海市浦东新区川沙路/妙川路,,上海陆家嘴（集团）有限公司,已开业,2024,3.5,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区川沙路/妙川路,121.698239162656,31.176579512782,91.88,上海市浦东新区川沙路,ok,,arcgis_world_geocoding,0
6336,上海百联东郊购物中心,上海市浦东新区百联东郊购物中心,百联,上海百联集团股份有限公司,已开业,2013,3.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区百联东郊购物中心,121.559420181039,31.155789872804,100,百联东郊购物中心,ok,,arcgis_world_geocoding,0
6338,上海山钢和润旭辉里,上海市闵行区汇雄路/鲁南路,旭辉,山东钢铁集团房地产有限公司,已开业,2022,3.5,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区汇雄路/鲁南路,121.537029050046,31.026969095557,91.25,上海市闵行区鲁南路,ok,,arcgis_world_geocoding,0
6359,上海新城星汇广场,上海市嘉定区嘉定西站,,厦门建发股份有限公司,已开业,2017,3.4,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区嘉定西站,121.223390980938,31.37904944986,94.1,嘉定西,ok,,arcgis_world_geocoding,0
6363,上海马桥满天星生活广场,上海市闵行区马桥镇银春路2276号,,,已开业,2017,3.4,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区马桥镇银春路2276号,121.381243626894,31.026694996293,88.06,上海市闵行区银春路,ok,,arcgis_world_geocoding,0
6365,上海前滩L+PLAZA陆家嘴广场,上海市浦东新区东育路,,上海陆家嘴（集团）有限公司,已开业,2023,3.4,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区东育路,121.480471586531,31.149296384872,100,上海市浦东新区东育路,ok,,arcgis_world_geocoding,0
6370,上海中冶祥腾城市广场,上海市嘉定区真南路4368号,,中冶置业集团有限公司,已开业,2013,3.38,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区真南路4368号,121.317400681468,31.297225314797,100,上海市嘉定区真南路4368号,ok,,arcgis_world_geocoding,0
6372,上海缤谷文化休闲广场一期,上海市长宁区天山路341号,,上海新长宁（集团）有限公司,已开业,2011,3.34,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区天山路341号,121.381645538556,31.21634891779,100,上海市长宁区仙霞新村街道天山路341号,ok,,arcgis_world_geocoding,0
6375,上海百联临港生活中心,上海市浦东新区宜浩佳园,百联,上海百联集团股份有限公司,已开业,2021,3.3,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区宜浩佳园,121.5387401,31.221782599,84.51,上海市浦东新区,ok,,arcgis_world_geocoding,0
6389,上海嘉尚坊时尚生活中心,上海市嘉定区嘉怡路309号,,上海丰柏企业发展有限公司,已开业,2014,3.3,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区嘉怡路309号,121.343218036171,31.265499494608,89.23,上海市嘉定区嘉怡路,ok,,arcgis_world_geocoding,0
6404,上海金汇四季广场,上海市闵行区金汇路538号,,上海宝虹房地产实业有限公司,已开业,2012,3.3,10,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区金汇路538号,121.36929134072,31.182479028128,89.23,上海市闵行区金汇路,ok,,arcgis_world_geocoding,0
6436,上海绿地·柒彩里,上海市静安区万航渡路838号康定路,绿地,绿地控股集团股份有限公司,已开业,2019,3.2,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区万航渡路838号康定路,121.424986599677,31.230090880408,98.24,上海市静安区万航渡路838号,ok,,arcgis_world_geocoding,0
6449,上海缤谷文化休闲广场二期,上海市长宁区缤谷文化休闲广场二期,,上海新长宁（集团）有限公司,已开业,2016,3.2,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区缤谷文化休闲广场二期,121.419860943086,31.20052301498,80.25,上海市长宁区新华路街道2,ok,,arcgis_world_geocoding,0
6452,上海绚荟城,上海市闵行区莲花南路1388弄7号,,上海国洲投资控股（集团）有限公司,已开业,2017,3.2,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区莲花南路1388弄7号,121.411091713161,31.096259099054,85.59,上海市闵行区莲花南路,ok,,arcgis_world_geocoding,0
6477,上海浦东新区金汇广场,上海市浦东新区华夏东路/川沙路,,上海市浦东商场股份有限公司,已开业,2014,3.2,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区华夏东路/川沙路,121.703058202029,31.202934785367,92.5,上海市浦东新区华夏东路,ok,,arcgis_world_geocoding,0
6489,上海徐汇绿地滨江CLUB,上海市徐汇区绿地滨江国际中心,绿地,绿地控股集团股份有限公司,已开业,2019,3.2,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区绿地滨江国际中心,121.4311138,31.1900943,76.37,上海市徐汇区,ok,,arcgis_world_geocoding,0
6492,上海宝山尚优里乐坊,上海市宝山区淞塘路135号,,上海浦东房地产集团,已开业,2021,3.13,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区淞塘路135号,121.484018206356,31.334605648338,89.23,上海市宝山区高境镇淞塘路,ok,,arcgis_world_geocoding,0
6495,上海环球金融中心,上海市浦东新区世纪大道100号,,上海环球金融中心有限公司,已开业,2008,3.1,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区世纪大道100号,121.503040558427,31.236576838995,100,上海市浦东新区陆家嘴街道世纪大道100号,ok,,arcgis_world_geocoding,0
6496,上海五月花生活广场,上海市静安区芷江西路488号,,丽丰控股有限公司,已开业,2013,3.1,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区芷江西路488号,121.453178480614,31.258751732648,90,上海市静安区芷江西路,ok,,arcgis_world_geocoding,0
6504,上海融创精彩天地,上海市普陀区光新路256号,融创,融创中国控股有限公司,已开业,2020,3.1,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区光新路256号,121.426030080237,31.257476674084,89.23,上海市普陀区光新路,ok,,arcgis_world_geocoding,0
6507,LaLa,上海市闵行区莲花路站,,三井物产（中国）有限公司,已开业,2022,3.1,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区莲花路站,121.394594287818,31.147767682122,96.5,上海市闵行区莲花路,ok,,arcgis_world_geocoding,0
6509,上海百金汉•青年汇GET,上海市嘉定区阿克苏路/宝安公路,,上海百企联置业有限公司,已开业,2023,3.1,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区阿克苏路/宝安公路,121.252206355657,31.35637389204,90,上海市嘉定区阿克苏路,ok,,arcgis_world_geocoding,0
6517,上海百渠广场,上海市宝山区,,上海宝渡实业发展有限公司,已开业,2022,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区,121.4452993,31.4015684,100,上海市宝山区,ok,,arcgis_world_geocoding,0
6528,上海双高商务广场,上海市松江区叶政路451弄39号,,上海双高置业有限公司,已开业,2015,3.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区叶政路451弄39号,121.309007354796,30.944506203374,84.69,上海市松江区叶政路,ok,,arcgis_world_geocoding,0
6545,上海融信上坤中心先番城,上海市闵行区上坤路77弄,,上坤置业有限公司,已开业,2022,3.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区上坤路77弄,121.348971619879,31.16580883679,91.25,上海市闵行区上坤路,ok,,arcgis_world_geocoding,0
6556,上海金汇商业广场,上海市奉贤区,,上海市浦东商场股份有限公司,已开业,2015,3.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区,121.4693834,30.9204487,100,上海市奉贤区,ok,,arcgis_world_geocoding,0
6597,上海国和1000广场,上海市杨浦区世界路/国和路,,上海杨浦商贸（集团）有限公司,已开业,2018,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区世界路/国和路,121.514937074829,31.308368389342,91.25,上海市杨浦区国和路,ok,,arcgis_world_geocoding,0
6613,上海田尚坊,上海市徐汇区钦州北路308号,,上海丰柏企业发展有限公司,已开业,2015,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区钦州北路308号,121.405807924262,31.18214544992,90,上海市徐汇区虹梅路街道钦州北路,ok,,arcgis_world_geocoding,0
6616,上海乐虹坊精致生活广场,上海市闵行区上海虹井路288号,,上海燎申（集团）有限公司,已开业,2011,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区上海虹井路288号,121.365829039325,31.178907303268,90.67,上海市闵行区虹井路,ok,,arcgis_world_geocoding,0
6630,上海1788square,上海市静安区南京西路1788号,,上海世纪承乾物业管理有限公司,已开业,2013,3.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区南京西路1788号,121.439321330487,31.223951010603,100,上海市静安区南京西路1788号,ok,,arcgis_world_geocoding,0
6632,上海弘基时尚生活中心（铜川路店）,上海市普陀区铜川路68号,,上海弘基企业（集团）股份有限公司,已开业,2012,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区铜川路68号,121.399609452164,31.252623819217,91.25,上海市普陀区铜川路,ok,,arcgis_world_geocoding,0
6633,上海瑞虹坊,上海市虹口区临平路123号,,瑞安新天地有限公司,已开业,2012,3.0,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区临平路123号,121.493695859465,31.262955470846,89.23,上海市虹口区嘉兴路街道临平路,ok,,arcgis_world_geocoding,0
6638,上海新邻天地,上海市普陀区武威路1285号,,上海桃浦房地产开发有限公司,已开业,2012,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区武威路1285号,121.357641203758,31.281681782469,87.5,上海市普陀区武威路,ok,,arcgis_world_geocoding,0
6642,上海湾生活时尚广场,上海市浦东新区浦东南路1138号,,内蒙古鄂尔多斯投资控股集团有限公司,已开业,2007,3.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区浦东南路1138号,121.510419818345,31.229174947939,100,上海市浦东新区陆家嘴街道浦东南路1138号,ok,,arcgis_world_geocoding,0
6647,上海汇宝购物广场,汇宝购物广场，上海市上海市闵行区漕宝路3509号,,兆丰国际（上海）有限公司,已开业,2008,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,汇宝购物广场，上海市上海市闵行区漕宝路3509号,121.345104978517,31.158038390144,79.48,汇宝购物广场,ok,,arcgis_world_geocoding,0
6655,上海金樽广场,上海市闵行区沪星路105号,,上海金球投资控股有限公司,已开业,2016,3.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区沪星路105号,121.333625471607,31.166845975624,89.23,上海市闵行区七宝镇沪星路,ok,,arcgis_world_geocoding,0
6668,上海TWO,上海市徐汇区恭城路160号,新鸿基,新鸿基有限公司,已开业,2021,3.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区恭城路160号,121.431308670352,31.197321413335,89.23,上海市徐汇区徐家汇街道恭城路,ok,,arcgis_world_geocoding,0
6695,上海环宇荟,上海市黄浦区黄陂南路838弄,中海,中海地产集团有限责任公司,已开业,2019,3.0,2,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市黄浦区黄陂南路838弄,121.472073365688,31.213232107094,100,上海市黄浦区打浦桥街道黄陂南路838弄号,ok,,arcgis_world_geocoding,0
6696,上海古北1699,上海市闵行区古北路1699号,,上海海昌房地产有限公司,已开业,2017,3.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区古北路1699号,121.395554393244,31.208071703203,84.88,上海市长宁区仙霞新村街道古北路,ok,,arcgis_world_geocoding,0
