mall_id,name,confidence_level,center_lon,center_lat,center_source,reviewer,reason,final_polygon_geojson,review_round,reviewed_at,selected_provider,selected_poi_name,official_coord_evidence
5542,宁波中旅城If,A,121.47736612,29.94301988,official_poi_auto,,,,,,tencent,宁波中旅城If mall,multi_provider_agree
5562,宁波金茂汇,A,121.44922671,29.74798619,official_poi_auto,,,,,,amap,宁波金茂汇,multi_provider_agree
5754,宁波绿地缤纷城,A,121.55564457,29.88378812,official_poi_auto,,,,,,tencent,宁波绿地缤纷城,multi_provider_agree
5798,杭州东站万象汇,A,120.21329459,30.29624804,official_poi_auto,,,,,,tencent,杭州东站万象汇,multi_provider_agree
5879,湖州恒太九汇城,A,119.90070695,31.00738017,official_poi_auto,,,,,,tencent,极氪极充站(湖州恒太九汇城),multi_provider_agree
5893,杭州之翼,A,120.21756239,30.2970528,official_poi_auto,,,,,,tencent,杭州之翼购物中心,multi_provider_agree
5923,台州嘉凯城（泽国）城市客厅,A,121.35488898,28.49745168,official_poi_auto,,,,,,amap,嘉凯城城市客厅,multi_provider_agree
6047,杭州西溪乐天城,A,120.03435716,30.24735363,official_poi_auto,,,,,,tencent,杭州西溪乐天城城市旗舰店,multi_provider_agree
6068,温州西江月印象里,A,120.63091753,27.98534512,official_poi_auto,,,,,,amap,老婆大人量贩零食(温州西江月印象里店),multi_provider_agree
6069,嘉兴长安城市广场,A,120.44619389,30.44291241,official_poi_auto,,,,,,tencent,嘉兴长安城市广场,multi_provider_agree
6090,舟山商贸惠众广场,A,122.21043647,30.00412088,official_poi_auto,,,,,,tencent,舟山商贸惠众广场,multi_provider_agree
6119,宁波北仑印象里,A,121.73185114,29.93391861,official_poi_auto,,,,,,tencent,宁波北仑印象里健康体检中心,multi_provider_agree
6133,舟山天合广场,A,122.11960222,29.746515,official_poi_auto,,,,,,amap,舟山天合广场,multi_provider_agree
6339,宁波奉化宝龙广场,A,121.44237909,29.65460192,official_poi_auto,,,,,,tencent,宁波奉化宝龙广场,multi_provider_agree
6392,杭州五洲国际广场,A,120.09158001,30.29646273,official_poi_auto,,,,,,tencent,必胜客(五洲国际广场购物中心),multi_provider_agree
6422,宁波富力广场,A,121.6305141,29.91480957,official_poi_auto,,,,,,tencent,宁波富力广场,multi_provider_agree
6466,宁波利时城市奥特莱斯,A,121.5491667,29.83024627,official_poi_auto,,,,,,tencent,宁波利时城市奥特莱斯,multi_provider_agree
6510,台州龙庭百悦荟,A,120.88539485,29.16418822,official_poi_auto,,,,,,tencent,龙庭百悦荟,multi_provider_agree
6519,嘉兴平湖瑞丰国际商业广场,A,121.03974866,30.69898214,official_poi_auto,,,,,,tencent,嘉兴平湖瑞丰国际商业广场,multi_provider_agree
6533,温州空港宝龙广场,A,120.82936148,27.85477903,official_poi_auto,,,,,,tencent,温州空港宝龙广场,multi_provider_agree
6551,宁波太平洋国际购物中心,A,121.42351456,29.30038213,official_poi_auto,,,,,,amap,太平洋国际购物中心,multi_provider_agree
6591,嘉兴印象许村新天地,A,120.36766043,30.43504267,official_poi_auto,,,,,,amap,印象许村新天地,multi_provider_agree
6729,开化金佰汇广场,A,118.39814482,29.12090281,official_poi_auto,,,,,,amap,开化金佰汇广场,multi_provider_agree
6753,温州文成时代广场购物中心,A,120.0843783,27.79659093,official_poi_auto,,,,,,tencent,温州文成时代广场购物中心,multi_provider_agree
6843,宁波鄞州花园里,A,121.56947197,29.86943661,official_poi_auto,,,,,,amap,宁波鄞州花园里,multi_provider_agree
6853,杭州笕爱小马路生活广场,A,120.21726631,30.32107859,official_poi_auto,,,,,,amap,杭州笕爱小马路生活广场,multi_provider_agree
6870,绍兴上虞云泰PARK,A,120.87181681,30.03329235,official_poi_auto,,,,,,amap,绍兴上虞·云泰PARK,multi_provider_agree
6932,杭州前湾友时光,A,120.33895799,30.23635677,official_poi_auto,,,,,,tencent,蔚来超充站(杭州前湾友时光),multi_provider_agree
6940,温州世纪之光印象里,A,120.57042142,27.94370791,official_poi_auto,,,,,,tencent,世纪之光印象里,multi_provider_agree
6969,杭州湖滨88,A,120.15791754,30.25690336,official_poi_auto,,,,,,amap,杭州湖滨88,multi_provider_agree
6972,杭州保利时光里,A,120.19296959,30.18469869,official_poi_auto,,,,,,amap,東大方(杭州保利时光里),multi_provider_agree
7023,温州·INC丰茂里,A,120.56244954,27.590896,official_poi_auto,,,,,,tencent,温州INC丰茂里,multi_provider_agree
7035,湖州德清莫干山海洋城,A,119.97351456,30.52140161,official_poi_auto,,,,,,tencent,莫干山海洋城,multi_provider_agree
7136,湖州嘉凯城（双林）城市客厅,A,120.32842624,30.77544948,official_poi_auto,,,,,,amap,嘉凯城·城市客厅,multi_provider_agree
7168,江山东方商厦,A,118.64751135,28.76649085,official_poi_auto,,,,,,tencent,江山东方商厦,multi_provider_agree
7180,绍兴嘉凯城(枫桥)城市客厅,A,120.40745235,29.79025444,official_poi_auto,,,,,,amap,嘉凯城(枫桥城市客厅),multi_provider_agree
7214,宁波高桥恒一广场,A,121.46023598,29.89263715,official_poi_auto,,,,,,tencent,快电(宁波高桥恒一广场极充站),multi_provider_agree
7215,湖州星火天际外滩广场,A,120.08939945,30.8937248,official_poi_auto,,,,,,amap,星火天际外滩广场,multi_provider_agree
7279,温州财富购物中心,A,120.67878674,28.00191385,official_poi_auto,,,,,,tencent,极氪中心(温州财富购物中心),multi_provider_agree
7340,德清辰东邻里中心,A,120.00248796,30.54169299,official_poi_auto,,,,,,tencent,德清·辰东邻里中心,multi_provider_agree
7341,宁波万科萤集·云汇中心,A,121.45913996,29.95012578,official_poi_auto,,,,,,tencent,茉莉奶白(宁波万科萤集云汇中心店),multi_provider_agree
7353,宁波中兴万悦集,A,121.57378969,29.85615278,official_poi_auto,,,,,,tencent,宁波中兴万悦集,multi_provider_agree
7369,丽水金汇广场,A,119.91455893,28.44844175,official_poi_auto,,,,,,tencent,丽水金汇广场,multi_provider_agree
7507,温州乐清虹桥1909广场,A,121.03077963,28.21795534,official_poi_auto,,,,,,tencent,卓越绿站温州乐清虹桥1909广场汽车充电站,multi_provider_agree
7530,宁波泛迪中心,A,121.55714864,29.85428995,official_poi_auto,,,,,,tencent,宁波泛迪娱乐有限公司,multi_provider_agree
7541,湖州富力星光邻,A,120.19571752,30.85667744,official_poi_auto,,,,,,amap,湖州富力星光邻,multi_provider_agree
7590,宁波保利印江南悠悦汇,A,121.60920955,29.85211962,official_poi_auto,,,,,,tencent,保利悠悦汇,multi_provider_agree
7619,杭州恒德瓶窑广场,A,119.97409289,30.3915488,official_poi_auto,,,,,,tencent,杭州恒德瓶窑广场,multi_provider_agree
7726,临平美致宝龙广场,A,120.24499757,30.46945396,official_poi_auto,,,,,,amap,临平美致宝龙广场招商服务中心,multi_provider_agree
7739,温州景里中心,A,120.62667529,28.00908994,official_poi_auto,,,,,,amap,温州景里中心示范区(装修中),multi_provider_agree
7740,温州GT PLAZA,A,120.68005397,28.02081241,official_poi_auto,,,,,,tencent,温州GT PLAZA,multi_provider_agree
7741,绍兴苏宁广场,A,120.57503124,30.04852404,official_poi_auto,,,,,,tencent,绍兴苏宁广场,multi_provider_agree
7742,绍兴华发商都,A,120.58350557,30.06868328,official_poi_auto,,,,,,tencent,绍兴华发商都,multi_provider_agree
7744,湖州星光里,A,120.19493081,30.85629208,official_poi_auto,,,,,,amap,湖州星光里商业管理有限公司,multi_provider_agree
8020,宁波余姚五彩城,A,121.17558985,30.06984288,official_poi_auto,,,,,,tencent,极氪空间(宁波余姚五彩城),multi_provider_agree
8050,杭州临平万达广场,A,120.27983912,30.43475832,official_poi_auto,,,,,,tencent,杭州临平万达广场,multi_provider_agree
8054,杭州西溪印象城二期,A,120.04538801,30.24987826,official_poi_auto,,,,,,amap,杭州西溪印象城,multi_provider_agree
9547,台州湾吾悦广场,A,121.45579571,28.64973475,official_poi_auto,,,,,,tencent,几多全(台州湾吾悦广场店),multi_provider_agree
9548,嘉兴国贸奥特莱斯（嘉善）,A,120.91959168,30.80144667,official_poi_auto,,,,,,amap,嘉善国贸奥特莱斯,multi_provider_agree
9553,杭州EIC LIVE欧美广场,A,120.23767951,30.23912056,official_poi_auto,,,,,,tencent,EIC LIVE欧美广场,multi_provider_agree
9554,杭州ICON,A,120.16025872,30.25765292,official_poi_auto,,,,,,tencent,AM8ER 杭州 ICON 店,multi_provider_agree
9555,杭州IFC,A,120.2187127,30.26320962,official_poi_auto,,,,,,tencent,杭州IFC西岸会客厅,multi_provider_agree
9558,杭州东兴天地,A,120.12147173,30.33544727,official_poi_auto,,,,,,tencent,杭州东兴天地,multi_provider_agree
9560,杭州中童巴比尼,A,120.13217918,30.32994701,official_poi_auto,,,,,,tencent,冰岛,multi_provider_agree
9568,杭州华夏之心·WeTown美瑭,A,119.99849888,30.28558814,official_poi_auto,,,,,,amap,杭州华夏之心·WeTown美瑭,multi_provider_agree
9572,杭州城北万象城,A,120.10805213,30.35400502,official_poi_auto,,,,,,amap,杭州城北万象城,multi_provider_agree
9573,杭州城北招商花园城,A,120.15499063,30.38380966,official_poi_auto,,,,,,amap,杭州城北招商花园城,multi_provider_agree
9590,杭州遥望X27主题公园,A,120.28136011,30.35616051,official_poi_auto,,,,,,amap,遥望X27主题公园,multi_provider_agree
9591,杭州金帝T-ONE MO,A,120.23554925,30.21502249,official_poi_auto,,,,,,amap,金帝T-ONE MO购物中心,multi_provider_agree
9597,杭州黄龙国际中心k-lab,A,120.12409961,30.27811313,official_poi_auto,,,,,,tencent,黄龙国际中心K-lab,multi_provider_agree
9599,温州南湖未来ONE,A,120.67633489,27.94675048,official_poi_auto,,,,,,tencent,温州南湖未来ONE,multi_provider_agree
9605,温州铂龙商业广场,A,120.63113579,27.98549066,official_poi_auto,,,,,,tencent,极氪极充站(温州铂龙商业广场),multi_provider_agree
9607,湖州乐城里,A,120.16170489,30.8541947,official_poi_auto,,,,,,tencent,湖州乐城里少年宫,multi_provider_agree
9608,湖州南太湖吾悦广场,A,120.09613182,30.9116266,official_poi_auto,,,,,,tencent,湖州南太湖吾悦广场,multi_provider_agree
9609,湖州吴兴万达广场,A,120.13736057,30.86299177,official_poi_auto,,,,,,tencent,湖州吴兴万达广场,multi_provider_agree
9610,湖州永辉城市生活广场,A,120.11440706,30.89029057,official_poi_auto,,,,,,tencent,湖州永辉城市生活广场,multi_provider_agree
9612,湖州爱山广场,A,120.09586467,30.86826864,official_poi_auto,,,,,,amap,湖州爱山银泰城,multi_provider_agree
9613,湖州爱山银泰城,A,120.09515016,30.8678798,official_poi_auto,,,,,,amap,湖州爱山银泰城,multi_provider_agree
9615,绍兴天地,A,120.56082198,30.00278796,official_poi_auto,,,,,,tencent,绍兴天地,multi_provider_agree
9616,绍兴滨海万达广场,A,120.70499908,30.22120561,official_poi_auto,,,,,,tencent,惠姆超市(绍兴滨海万达广场店),multi_provider_agree
9619,绍兴银泰百货,A,120.57450678,29.98811902,official_poi_auto,,,,,,tencent,绍兴银泰百货,multi_provider_agree
9620,绍兴鲸银城,A,120.67526329,30.00536626,official_poi_auto,,,,,,amap,绍兴鲸银城,multi_provider_agree
9621,衢州南湖恒太城,A,118.87109107,28.95406136,official_poi_auto,,,,,,amap,衢州南湖恒太城,multi_provider_agree
9622,衢州柯城万达广场,A,118.87407441,28.92939751,official_poi_auto,,,,,,tencent,衢州柯城万达广场,multi_provider_agree
9623,衢州青悦里,A,118.85722204,28.94844054,official_poi_auto,,,,,,amap,衢州青悦里,multi_provider_agree
9624,衢州鹿鸣岛银泰inPARK,A,118.85258448,28.9618191,official_poi_auto,,,,,,amap,衢州鹿鸣岛银泰inPARK,multi_provider_agree
9625,金华世贸城市广场,A,119.64456814,29.08519672,official_poi_auto,,,,,,amap,金华世贸城市广场,multi_provider_agree
9630,金华金瓯万达广场,A,119.70501171,29.11845482,official_poi_auto,,,,,,tencent,金华金瓯万达广场,multi_provider_agree
9631,金华领悦广场,A,119.64299001,29.04936772,official_poi_auto,,,,,,tencent,金华领悦广场,multi_provider_agree
