run_id,mall_id,name,center_lon,center_lat,buffer_radius_m,tile_count,downloaded_tile_count,roof_candidate_tile_count,roof_candidate_count,roof_area_m2_est,existing_pv_tile_count,existing_pv_area_m2_est,install_condition_score,install_condition_level,review_required,review_status,evidence_dir,review_mosaic_path,method,notes,image_status,error
20260713_singlemap_storage_smoke_v2,36,上海南翔印象城MEGA,121.30116565,31.30695218,1000,1,1,1,5,57367.28,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_singlemap_storage_smoke_v2\images,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_singlemap_storage_smoke_v2\images\review_mosaics\mall_36_review_mosaic.jpg,single_map_z18+roof_heuristic_v0+pv_bdappv,One complete high-resolution map; PV uses BDAPPV; roof potential uses OpenCV; manual review required,ok,
