mall_id,name,province,city,confidence_level,center_lon,center_lat,center_source,reviewer,reason,final_polygon_geojson,review_round,reviewed_at,selected_provider,selected_poi_name,official_coord_evidence
4,南京弘阳广场,江苏省,南京市,A,118.7205933,32.13939897,official_poi_auto,,,,,,amap,南京弘阳广场,multi_provider_agree
7,南京金鹰世界,江苏省,南京市,A,118.73527498,32.02584827,manual_review,admin,,,2,2026-07-15 01:07:32,amap,金鹰世界,multi_provider_agree
13,杭州嘉里城市之星,浙江省,杭州市,A,120.15782334,30.26262448,manual_review,admin,,,2,2026-07-14 06:46:50,amap,杭州嘉里中心,weak_or_disputed
20,无锡悦尚奥特莱斯,江苏省,无锡市,A,120.30685068,31.63562622,manual_review,admin,,,2,2026-07-15 01:08:42,tencent,悦尚奥特莱斯-E区,multi_provider_agree
23,常州金鹰世界,江苏省,常州市,A,119.9380066,31.78016648,manual_review,admin,,,2,2026-07-15 01:10:32,amap,金鹰世界,weak_or_disputed
24,常州江南环球港,江苏省,常州市,A,119.97465907,31.8429338,official_poi_auto,,,,,,amap,常州江南环球港沙驰,multi_provider_agree
36,上海南翔印象城MEGA,上海市,上海市,A,121.30116565,31.30695218,official_poi_auto,,,,,,tencent,上海南翔印象城MEGA,multi_provider_agree
42,上海真如环宇城MAX,上海市,上海市,A,121.40468423,31.25202127,manual_review,admin,确认商场主体中心,,1,2026-07-09 05:58:37,amap,真如环宇城MAX购物中心,single_provider_strong
49,南通金鹰世界,江苏省,南通市,A,120.94317015,31.97000443,official_poi_auto,,,,,,amap,南通金鹰世界营销中心,multi_provider_agree
52,上海环球港,上海市,上海市,A,121.40781458,31.23464669,official_poi_auto,,,,,,tencent,上海环球港,multi_provider_agree
53,苏州圆融时代广场,江苏省,苏州市,A,120.70887881,31.32281776,manual_review,admin,,,2,2026-07-15 01:12:57,tencent,圆融时代广场,multi_provider_agree
57,上海大华老镇嘉年华,上海市,上海市,A,121.41299273,31.30392471,manual_review,admin,,,2,2026-07-14 03:06:17,amap,大华老镇嘉年华,multi_provider_agree
62,苏州中心一期,江苏省,苏州市,A,120.67337204,31.31876284,official_poi_auto,,,,,,amap,苏州中心商场,multi_provider_agree
67,宁波世纪金源购物中心,浙江省,宁波市,A,121.22669886,30.33109018,official_poi_auto,,,,,,amap,宁波世纪金源购物中心,multi_provider_agree
69,南京万达茂,江苏省,南京市,A,118.98388394,32.12303562,official_poi_auto,,,,,,tencent,南京万达茂,multi_provider_agree
73,上海华之门徐汇华泾TOD项目,上海市,上海市,A,121.46098916,31.1637035,manual_review,admin,,,2,2026-07-14 02:55:47,amap,GATE M华之门广场展厅,weak_or_disputed
74,上海仲盛世界商城,上海市,上海市,A,121.38260598,31.10907571,official_poi_auto,,,,,,tencent,仲盛世界商城,multi_provider_agree
75,上海世博源,上海市,上海市,A,121.48818542,31.18528835,official_poi_auto,,,,,,amap,世博源,multi_provider_agree
76,宁波万象城,浙江省,宁波市,A,121.54960058,29.90108108,official_poi_auto,,,,,,tencent,宁波万象城,multi_provider_agree
77,宁波华侨城欢乐海岸PRO,浙江省,宁波市,A,121.52013046,29.82347391,manual_review,admin,,,2,2026-07-14 06:50:50,tencent,宁波华侨城欢乐海岸购物中心,multi_provider_agree
89,南京建邺万达广场,江苏省,南京市,A,118.73083481,32.03469161,official_poi_auto,,,,,,tencent,南京建邺万达广场,multi_provider_agree
91,龙湖苏州狮山天街A馆,江苏省,苏州市,A,120.55163891,31.29631521,official_poi_auto,,,,,,amap,龙湖苏州狮山天街·A馆,multi_provider_agree
93,杭州万象城,浙江省,杭州市,A,120.21071316,30.25428839,official_poi_auto,,,,,,tencent,杭州万象城,multi_provider_agree
96,南京大校场万象商业,江苏省,南京市,A,118.79176625,32.00013265,manual_review,admin,,,2,2026-07-15 01:20:00,amap,万象都荟商业广场,multi_provider_agree
104,宁波鄞州万达广场,浙江省,宁波市,A,121.5423348,29.8286731,official_poi_auto,,,,,,tencent,宁波鄞州万达广场,multi_provider_agree
106,温州吾悦广场,浙江省,温州市,A,120.71936555,27.989627,official_poi_auto,,,,,,tencent,温州吾悦广场,multi_provider_agree
109,杭州西溪印象城,浙江省,杭州市,A,120.04490193,30.24966779,official_poi_auto,,,,,,amap,杭州西溪印象城,multi_provider_agree
120,印力汇德隆杭州奥体印象城,浙江省,杭州市,A,120.24838989,30.22608481,official_poi_auto,,,,,,amap,印力汇德隆杭州奥体印象城,multi_provider_agree
121,无锡融创茂,江苏省,无锡市,A,120.26591758,31.44955332,official_poi_auto,,,,,,tencent,无锡融创茂,multi_provider_agree
131,上海青浦万达茂,上海市,上海市,A,121.07821239,31.13530866,manual_review,admin,,,2,2026-07-14 03:06:02,tencent,上海青浦万达茂,multi_provider_agree
135,上海正大广场,上海市,上海市,A,121.49504338,31.23887719,official_poi_auto,,,,,,tencent,正大广场,multi_provider_agree
137,温州龙湾万达广场,浙江省,温州市,A,120.80774611,27.92344575,official_poi_auto,,,,,,tencent,温州龙湾万达广场,multi_provider_agree
142,上海万象城,上海市,上海市,A,121.36449682,31.17228125,official_poi_auto,,,,,,tencent,上海万象城,multi_provider_agree
146,绍兴鹿山广场,浙江省,绍兴市,A,120.82277358,29.59211127,manual_review,admin,,,2,2026-07-14 06:59:20,tencent,嵊州宝龙广场,multi_provider_agree
147,永旺梦乐城南通星湖,江苏省,南通市,A,120.95760118,31.92528288,official_poi_auto,,,,,,tencent,永旺梦乐城(南通星湖店),multi_provider_agree
148,无锡万象城,江苏省,无锡市,A,120.27838346,31.51591355,official_poi_auto,,,,,,amap,无锡万象城,multi_provider_agree
149,温州印象城MEGA,浙江省,温州市,A,120.69726447,27.98851299,official_poi_auto,,,,,,amap,温州印象城MEGA,multi_provider_agree
155,上海爱琴海购物中心,上海市,上海市,A,121.36836341,31.17698686,official_poi_auto,,,,,,tencent,上海爱琴海购物中心,multi_provider_agree
157,上海七宝万科广场,上海市,上海市,A,121.34600444,31.15652967,official_poi_auto,,,,,,tencent,特斯拉上海七宝万科广场体验店,multi_provider_agree
158,杭州光环梦中心,浙江省,杭州市,A,120.33598267,30.2341241,official_poi_auto,,,,,,tencent,杭州光环梦中心,multi_provider_agree
161,台州银泰城,浙江省,台州市,A,121.39407468,28.62526874,official_poi_auto,,,,,,amap,台州银泰城,multi_provider_agree
169,杭州港龙悠乐城,浙江省,杭州市,A,120.2208639,30.29613835,official_poi_auto,,,,,,tencent,杭州港龙悠乐城,multi_provider_agree
171,温州万象城,浙江省,温州市,A,120.68153996,27.9564854,official_poi_auto,,,,,,tencent,温州万象城,multi_provider_agree
173,杭州中南乐游城,浙江省,杭州市,A,120.18578519,30.19672149,manual_review,admin,,,2,2026-07-14 07:01:02,amap,中南乐游城,multi_provider_agree
175,苏州高铁吾悦广场,江苏省,苏州市,A,120.62780365,31.41627176,official_poi_auto,,,,,,tencent,苏州高铁吾悦广场,multi_provider_agree
177,SM扬州广陵城市广场,江苏省,扬州市,A,119.47326183,32.40619597,manual_review,admin,,,2,2026-07-15 01:21:37,amap,SM城市广场(扬州广陵店),multi_provider_agree
181,上海置地西岸金融城,上海市,上海市,A,121.45840764,31.18478074,manual_review,admin,,,2,2026-07-14 03:05:53,tencent,西岸营地-南门,single_provider_strong
194,宁波东部新城银泰城,浙江省,宁波市,A,121.61807328,29.85576137,official_poi_auto,,,,,,tencent,东部新城银泰城,multi_provider_agree
195,温州苍南银泰城,浙江省,温州市,A,120.42205414,27.51226625,manual_review,admin,,,2,2026-07-14 07:02:37,amap,苍南银泰城,multi_provider_agree
197,上海LOVE@大都会,上海市,上海市,A,121.4037462,31.25464002,manual_review,admin,,,2,2026-07-14 03:06:38,tencent,LOVE@大都会,single_provider_strong
202,温州大西洋银泰百货,浙江省,温州市,A,120.59998366,27.96570755,manual_review,admin,,,2,2026-07-14 07:04:22,tencent,温州市瓯海区大西洋公共充电站(银泰百货),weak_or_disputed
210,上海聚峰中心,上海市,上海市,A,121.58531505,31.28351678,manual_review,admin,,,1,2026-07-10 07:48:39,amap,聚峰中心,single_provider_strong
211,上海龙之梦城市生活中心,上海市,上海市,A,121.41192238,31.22085608,official_poi_auto,,,,,,tencent,龙之梦城市生活中心,multi_provider_agree
212,苏州园区湖东永旺梦乐城,江苏省,苏州市,A,120.75366618,31.32563836,official_poi_auto,,,,,,amap,永旺超市(苏州园区湖东永旺梦乐城店),multi_provider_agree
215,无锡宜兴万达广场,江苏省,无锡市,A,119.8462833,31.36589114,official_poi_auto,,,,,,tencent,无锡宜兴万达广场,multi_provider_agree
216,宁波世纪东方广场,浙江省,宁波市,A,121.59082528,29.86411741,manual_review,admin,,,2,2026-07-14 07:06:24,amap,世纪东方广场,multi_provider_agree
218,上海江桥万达广场,上海市,上海市,A,121.31901988,31.24181784,official_poi_auto,,,,,,tencent,上海江桥万达广场,multi_provider_agree
222,杭州钱塘新区永旺梦乐城,浙江省,杭州市,A,120.47918748,30.26523474,manual_review,admin,,,2,2026-07-14 07:10:39,amap,永旺梦乐城(杭州钱塘店),multi_provider_agree
231,常州武进吾悦广场,江苏省,常州市,A,119.9370212,31.72924209,official_poi_auto,,,,,,tencent,常州武进吾悦广场,multi_provider_agree
240,淮安中央商场（盱眙店）,江苏省,淮安市,A,118.51668776,33.00463339,manual_review,admin,,,2,2026-07-15 01:22:40,amap,中央商场阿迪达斯店,multi_provider_agree
242,南京城北万象汇,江苏省,南京市,A,118.83030837,32.12301249,official_poi_auto,,,,,,tencent,南京城北万象汇,multi_provider_agree
244,龙湖苏州相城天街,江苏省,苏州市,A,120.63254828,31.37175755,official_poi_auto,,,,,,amap,龙湖·苏州相城天街,multi_provider_agree
246,金华义乌万达广场,浙江省,金华市,A,120.04006968,29.27935423,official_poi_auto,,,,,,tencent,金华义乌万达广场,multi_provider_agree
252,杭州湖滨银泰in77,浙江省,杭州市,A,120.15873473,30.25725412,official_poi_auto,,,,,,amap,杭州湖滨银泰广场,multi_provider_agree
259,苏州昆山花桥星悦天地,江苏省,苏州市,A,121.1374721,31.30344531,manual_review,admin,,,2,2026-07-15 01:24:43,tencent,星悦天地,multi_provider_agree
267,上海长泰广场,上海市,上海市,A,121.59779105,31.2079534,official_poi_auto,,,,,,tencent,长泰广场,multi_provider_agree
275,丽水万地广场,浙江省,丽水市,A,119.92022119,28.46541215,official_poi_auto,,,,,,amap,丽水万地广场,multi_provider_agree
279,宁波天一广场,浙江省,宁波市,A,121.54999769,29.87238877,official_poi_auto,,,,,,amap,宁波天一广场,multi_provider_agree
286,南京欢乐港,江苏省,南京市,A,118.8324306,32.33829449,official_poi_auto,,,,,,tencent,南京欢乐港东区,multi_provider_agree
288,南通万象城,江苏省,南通市,A,120.85454397,32.05307846,official_poi_auto,,,,,,tencent,南通万象城,multi_provider_agree
289,苏州世茂生活广场,江苏省,苏州市,A,120.59279649,31.26594054,manual_review,admin,,,2,2026-07-15 01:28:18,tencent,世茂生活广场E座,multi_provider_agree
292,南京21世纪太阳城,江苏省,南京市,A,118.8199656,31.92941582,official_poi_auto,,,,,,amap,21世纪太阳城购物中心,multi_provider_agree
300,苏州张家港购物公园,江苏省,苏州市,A,120.57102845,31.87322553,manual_review,admin,,,2,2026-07-15 01:29:31,tencent,苏州张家港万达广场,single_provider_strong
306,扬州金鹰新城市中心,江苏省,扬州市,A,119.57350459,32.40837541,official_poi_auto,,,,,,tencent,华为智能生活馆(扬州金鹰新城市中心),multi_provider_agree
311,金华义乌绿地朝阳门,浙江省,金华市,A,120.07424565,29.30588047,manual_review,admin,,,2,2026-07-14 07:15:27,tencent,义乌绿地朝阳门商业中心,multi_provider_agree
330,上海五角场万达广场,上海市,上海市,A,121.50903403,31.30289361,official_poi_auto,,,,,,tencent,上海五角场万达广场,multi_provider_agree
339,无锡江阴万达广场,江苏省,无锡市,A,120.23885789,31.90000554,official_poi_auto,,,,,,tencent,无锡江阴万达广场,multi_provider_agree
341,上海嘉定中信泰富万达广场,上海市,上海市,A,121.25081159,31.33220737,official_poi_auto,,,,,,tencent,上海中信泰富万达广场,multi_provider_agree
349,扬州京华城全生活广场,江苏省,扬州市,A,119.3691469,32.3870911,official_poi_auto,,,,,,tencent,京华城全生活广场,multi_provider_agree
351,上海静安大融城,上海市,上海市,A,121.42220953,31.28199032,official_poi_auto,,,,,,amap,静安大融城,multi_provider_agree
356,杭州临平银泰城,浙江省,杭州市,A,120.29798182,30.40732671,official_poi_auto,,,,,,amap,杭州临平银泰城,multi_provider_agree
359,泰州泰兴昌建广场,江苏省,泰州市,A,120.05491876,32.17427338,official_poi_auto,,,,,,tencent,比亚迪闪充(泰州泰兴昌建广场),multi_provider_agree
365,无锡百联奥特莱斯广场,江苏省,无锡市,A,120.44150312,31.52285171,manual_review,admin,,,2,2026-07-15 01:30:59,amap,百联奥特莱斯广场(江苏·无锡),multi_provider_agree
366,泰州市姜堰时代广场,江苏省,泰州市,A,120.14409323,32.50506311,manual_review,admin,,,2,2026-07-15 01:32:06,tencent,姜堰时代商业广场,multi_provider_agree
371,杭州城西银泰城,浙江省,杭州市,A,120.10278473,30.30182782,official_poi_auto,,,,,,tencent,杭州城西银泰城,multi_provider_agree
373,杭州未来科技城万象商业,浙江省,杭州市,A,119.99360055,30.28380699,manual_review,admin,,,2,2026-07-14 07:16:57,tencent,杭州未来科技城万达广场,multi_provider_agree
376,绍兴迎恩天地,浙江省,绍兴市,A,120.56197581,30.01676267,official_poi_auto,,,,,,amap,上汽大众绍兴迎恩天地ID·Store,multi_provider_agree
381,上海临港印象城MEGA,上海市,上海市,A,121.27272738,31.21784631,manual_review,admin,,,2,2026-07-14 03:06:48,amap,上海虹桥前湾印象城MEGA,weak_or_disputed
382,上海松江万达广场,上海市,上海市,A,121.23827157,31.05974421,official_poi_auto,,,,,,tencent,上海松江万达广场,multi_provider_agree
388,杭州金沙印象城,浙江省,杭州市,A,120.33180493,30.31090035,official_poi_auto,,,,,,amap,杭州金沙印象城,multi_provider_agree
402,苏州昆山万象汇,江苏省,苏州市,A,120.92371235,31.38360151,official_poi_auto,,,,,,tencent,上汽大众ID. ERA 9X体验中心(苏州昆山万象汇商场),multi_provider_agree
404,永旺梦乐城常熟高新区店,江苏省,苏州市,A,120.773898,31.60323553,official_poi_auto,,,,,,tencent,永旺梦乐城常熟高新区店,multi_provider_agree
415,镇江丹阳金鹰国际购物中心,江苏省,镇江市,A,119.57020937,31.9915258,manual_review,admin,,,2,2026-07-15 01:33:20,amap,金鹰国际广场,multi_provider_agree
423,宿迁金鹰国际购物中心,江苏省,宿迁市,A,118.28555923,33.95603244,manual_review,admin,,,2,2026-07-15 01:34:34,amap,精英国际购物中心,multi_provider_agree
425,常州又一城,江苏省,常州市,A,119.94582228,31.70744976,manual_review,admin,,,2,2026-07-15 01:36:00,amap,又一城,multi_provider_agree
428,温州平阳银泰城,浙江省,温州市,A,120.56238238,27.60542617,manual_review,admin,,,2,2026-07-14 07:19:36,amap,平阳银泰城,multi_provider_agree
433,龙湖杭州滨江天街I期,浙江省,杭州市,A,120.19969288,30.20347018,manual_review,admin,,,2,2026-07-14 07:20:48,tencent,龙湖杭州滨江天街,multi_provider_agree
435,上海久光中心,上海市,上海市,A,121.44655495,31.27822909,official_poi_auto,,,,,,amap,上海久光中心,multi_provider_agree
439,杭州华元欢乐城,浙江省,杭州市,A,120.2964572,30.39851823,manual_review,admin,,,2,2026-07-14 07:21:57,tencent,华元欢乐城,multi_provider_agree
442,苏州金鹰国际购物中心（高新店）,江苏省,苏州市,A,120.54628939,31.2959112,manual_review,admin,,,2,2026-07-15 01:39:47,tencent,金鹰国际购物中心-金鹰物业,multi_provider_agree
445,上海瑞虹天地太阳宫,上海市,上海市,A,121.49577993,31.26509026,official_poi_auto,,,,,,tencent,瑞虹天地太阳宫,multi_provider_agree
446,苏州大悦城,江苏省,苏州市,A,120.60274735,31.40361566,official_poi_auto,,,,,,tencent,苏州大悦城,multi_provider_agree
453,杭州富阳鹿山时代,浙江省,杭州市,A,119.93212256,30.02098582,manual_review,admin,,,2,2026-07-14 07:30:22,tencent,鹿山时代,multi_provider_agree
470,宁波高鑫广场,浙江省,宁波市,A,121.52147528,29.89844666,official_poi_auto,,,,,,tencent,宁波高鑫广场,multi_provider_agree
486,杭州良渚新城永旺梦乐城,浙江省,杭州市,A,120.05348073,30.3632728,official_poi_auto,,,,,,amap,永旺超市(杭州良渚新城永旺梦乐城店),multi_provider_agree
491,无锡TOD未来新城宝龙广场,江苏省,无锡市,A,120.38643294,31.50379269,manual_review,admin,,,2,2026-07-15 01:41:18,amap,宝龙TOD未来新城营销中心,single_provider_strong
495,无锡新吴宝龙广场,江苏省,无锡市,A,120.34711471,31.54228549,official_poi_auto,,,,,,amap,无锡新吴宝龙广场,multi_provider_agree
498,杭州金茂览秀城,浙江省,杭州市,A,119.94074443,30.04221847,official_poi_auto,,,,,,tencent,杭州金茂览秀城,multi_provider_agree
499,金华万达广场,浙江省,金华市,A,119.67213676,29.09449999,official_poi_auto,,,,,,tencent,金华万达广场东区,multi_provider_agree
501,无锡茂业天地,江苏省,无锡市,A,120.29368538,31.58565981,official_poi_auto,,,,,,tencent,无锡茂业天地亿百店(茂业亿百),multi_provider_agree
502,上海凯德虹口商业中心,上海市,上海市,A,121.47342223,31.27294133,official_poi_auto,,,,,,tencent,凯德虹口商业中心,multi_provider_agree
503,绍兴柯桥万达广场,浙江省,绍兴市,A,120.50662105,30.09571652,official_poi_auto,,,,,,tencent,绍兴柯桥万达广场,multi_provider_agree
507,无锡惠山万达广场,江苏省,无锡市,A,120.29516492,31.67700584,official_poi_auto,,,,,,tencent,无锡惠山万达广场,multi_provider_agree
510,龙湖上海虹桥天街,上海市,上海市,A,121.30852939,31.19379518,official_poi_auto,,,,,,amap,龙湖虹桥天街购物中心,multi_provider_agree
512,宁波海曙印象城,浙江省,宁波市,A,121.47363489,29.89929475,official_poi_auto,,,,,,amap,宁波海曙印象城,multi_provider_agree
516,无锡百乐广场,江苏省,无锡市,A,120.23775911,31.60858746,official_poi_auto,,,,,,amap,片断无锡百乐广场店,multi_provider_agree
517,无锡圆融广场,江苏省,无锡市,A,120.3015917,31.60357683,official_poi_auto,,,,,,amap,无锡圆融广场,multi_provider_agree
519,苏州太仓万达广场,江苏省,苏州市,A,121.13350563,31.4618555,official_poi_auto,,,,,,tencent,苏州太仓万达广场,multi_provider_agree
520,宁波环球银泰城,浙江省,宁波市,A,121.54141605,29.79953977,official_poi_auto,,,,,,amap,华为智能生活馆•宁波环球银泰城,multi_provider_agree
525,上海宝山日月光中心,上海市,上海市,A,121.41306823,31.29665944,official_poi_auto,,,,,,tencent,宝山日月光中心,multi_provider_agree
527,金华东阳银泰城,浙江省,金华市,A,120.20375195,29.28700774,manual_review,admin,,,2,2026-07-14 07:32:39,amap,东阳银泰城,multi_provider_agree
528,常州丰臣国际广场,江苏省,常州市,A,119.96653533,31.82286614,manual_review,admin,,,2,2026-07-15 01:42:10,tencent,丰臣国际广场,multi_provider_agree
532,宿迁富园广场,江苏省,宿迁市,A,118.21449669,33.46143892,manual_review,admin,,,2,2026-07-15 01:43:00,tencent,富园广场,multi_provider_agree
536,南京华采天地,江苏省,南京市,A,118.71646845,32.000018,official_poi_auto,,,,,,amap,iCAR南京华采天地体验中心,multi_provider_agree
541,无锡八佰伴中心（锡沪路店）,江苏省,无锡市,A,120.29787009,31.57358052,manual_review,admin,,,2,2026-07-15 01:45:51,tencent,无锡八佰伴,multi_provider_agree
543,宁波余姚万达广场,浙江省,宁波市,A,121.12887279,30.0303539,official_poi_auto,,,,,,tencent,宁波余姚万达广场,multi_provider_agree
547,镇江扬中金源新天地,江苏省,镇江市,A,119.35165001,32.12099234,manual_review,admin,,,2,2026-07-15 01:46:43,amap,新天地广场,weak_or_disputed
553,杭州西投银泰城,浙江省,杭州市,A,120.09870546,30.1490929,official_poi_auto,,,,,,tencent,杭州西投银泰城,multi_provider_agree
554,宁波杭州湾奥特莱斯,浙江省,宁波市,A,121.1978696,30.3069052,manual_review,admin,,,2,2026-07-14 07:35:46,tencent,宁波杭州湾奥特莱斯店,single_provider_strong
556,温州乐清正大广场,浙江省,温州市,A,120.96868519,28.09042301,official_poi_auto,,,,,,amap,smart汽车温州乐清正大广场展厅,multi_provider_agree
558,南京大悦城,江苏省,南京市,A,118.64267014,32.05160205,manual_review,admin,,,2,2026-07-15 01:49:13,tencent,南京大悦城,single_provider_strong
560,上海宝山万达广场,上海市,上海市,A,121.44267862,31.32555717,official_poi_auto,,,,,,tencent,上海宝山万达广场,multi_provider_agree
561,镇江万达广场,江苏省,镇江市,A,119.43103527,32.19760764,manual_review,admin,,,2,2026-07-15 01:53:30,tencent,镇江润州万达广场,multi_provider_agree
562,上海金山万达广场,上海市,上海市,A,121.33152406,30.75707896,official_poi_auto,,,,,,tencent,上海金山万达广场,multi_provider_agree
565,平湖吾悦广场,浙江省,嘉兴市,A,121.02222909,30.68087714,official_poi_auto,,,,,,tencent,平湖吾悦广场,multi_provider_agree
567,苏州吴中万达广场,江苏省,苏州市,A,120.6029781,31.25576451,official_poi_auto,,,,,,tencent,苏州吴中万达广场,multi_provider_agree
568,苏州金门国际商业广场,江苏省,苏州市,A,120.5758211,31.31160107,manual_review,admin,,,2,2026-07-15 01:56:13,amap,金门国际商业广场,multi_provider_agree
580,杭州奥莱金街,浙江省,杭州市,A,120.20930081,30.24490212,manual_review,admin,,,2,2026-07-14 08:43:55,tencent,砂之船(杭州)奥莱,weak_or_disputed
582,台州温岭银泰城,浙江省,台州市,A,121.35731648,28.39574815,official_poi_auto,,,,,,amap,华为智能生活馆•台州温岭银泰城,multi_provider_agree
586,上海百联中环购物广场,上海市,上海市,A,121.37932607,31.24764005,official_poi_auto,,,,,,amap,百联中环购物广场,multi_provider_agree
588,上海静安大悦城,上海市,上海市,A,121.46753883,31.2455878,official_poi_auto,,,,,,amap,上海静安大悦城,multi_provider_agree
590,无锡滨湖万达广场,江苏省,无锡市,A,120.26254969,31.56413454,official_poi_auto,,,,,,tencent,无锡滨湖万达广场,multi_provider_agree
591,南通港闸万达广场,江苏省,南通市,A,120.58124096,32.38138999,manual_review,admin,,,2,2026-07-15 01:58:38,tencent,南通如皋万达广场,weak_or_disputed
593,永旺梦乐城苏州新区,江苏省,苏州市,A,120.52577909,31.37155715,manual_review,admin,,,2,2026-07-15 02:00:16,amap,永旺梦乐城D区,single_provider_strong
597,杭州华丰万象商业,浙江省,杭州市,A,120.24347619,30.25833648,manual_review,admin,,,2,2026-07-14 08:46:06,tencent,杭州亚奥万象天地,weak_or_disputed
598,无锡方圆荟购物中心,江苏省,无锡市,A,120.28548504,31.53875282,official_poi_auto,,,,,,amap,无锡方圆荟购物中心,multi_provider_agree
599,上海崇明万达广场（A馆）,上海市,上海市,A,121.41323347,31.62789005,manual_review,admin,,,1,2026-07-10 07:55:34,tencent,崇明万达广场小罐茶,multi_provider_agree
600,宿迁泗阳吾悦广场,江苏省,宿迁市,A,118.21572627,33.44239272,manual_review,admin,,,2,2026-07-15 02:03:26,tencent,宿迁泗洪吾悦广场,weak_or_disputed
609,镇江句容碧桂园·欢乐城,江苏省,镇江市,A,119.10167772,32.01756869,manual_review,admin,,,2,2026-07-15 02:05:19,amap,碧桂园欢乐城,multi_provider_agree
623,徐州彭城苏宁广场,江苏省,徐州市,A,117.18296864,34.26672543,official_poi_auto,,,,,,amap,徐州彭城苏宁广场,multi_provider_agree
624,上海周浦万达广场,上海市,上海市,A,121.56545586,31.11670106,official_poi_auto,,,,,,tencent,上海周浦万达广场,multi_provider_agree
632,徐州淮海环球港,江苏省,徐州市,A,117.26746799,34.27037132,official_poi_auto,,,,,,tencent,徐州淮海环球港,multi_provider_agree
634,盐城建湖中利哥伦布广场,江苏省,盐城市,A,119.79134872,33.46771135,official_poi_auto,,,,,,amap,中利哥伦布广场,multi_provider_agree
639,常州武进购物中心,江苏省,常州市,A,119.93701053,31.72931478,official_poi_auto,,,,,,tencent,常州武进吾悦广场,multi_provider_agree
640,宁波江北万达广场,浙江省,宁波市,A,121.52622245,29.91849507,official_poi_auto,,,,,,tencent,宁波江北万达广场,multi_provider_agree
645,上海TODTOWN天荟,上海市,上海市,A,121.38237709,31.11174119,official_poi_auto,,,,,,tencent,TODTOWN MALL天荟广场,multi_provider_agree
647,杭州工联CC购物中心,浙江省,杭州市,A,120.15994208,30.25702288,manual_review,admin,,,2,2026-07-14 08:49:32,tencent,工联CC,multi_provider_agree
648,上海易家中心,上海市,上海市,A,121.32452245,30.73298676,manual_review,admin,,,2,2026-07-14 03:07:11,tencent,易家中心,single_provider_strong
651,龙湖南京河西天街,江苏省,南京市,A,118.73283329,31.99023152,official_poi_auto,,,,,,amap,龙湖南京河西天街,multi_provider_agree
652,南京金鹰湖滨天地B区,江苏省,南京市,A,118.91843238,32.10206319,official_poi_auto,,,,,,amap,金鹰湖滨天地B区,multi_provider_agree
656,苏州昆城广场,江苏省,苏州市,A,120.9504378,31.36621175,manual_review,admin,,,2,2026-07-15 02:06:16,amap,昆城广场,multi_provider_agree
672,宁波宝龙一城,浙江省,宁波市,A,121.54088048,29.80489515,manual_review,admin,,,2,2026-07-14 08:52:16,tencent,宁波宝龙一城购物广场,single_provider_strong
676,连云港灌云万达广场,江苏省,连云港市,A,119.27196254,34.29469794,official_poi_auto,,,,,,tencent,连云港灌云万达广场,multi_provider_agree
680,苏州万宝财富商业广场,江苏省,苏州市,A,120.64098163,31.13275721,manual_review,admin,,,2,2026-07-15 02:07:09,amap,东兴万宝财富商业广场,multi_provider_agree
684,常州新北万达广场,江苏省,常州市,A,119.9649138,31.8200748,official_poi_auto,,,,,,amap,常州新北万达广场,multi_provider_agree
691,淮安吾悦广场,江苏省,淮安市,A,119.1174267,33.55444233,manual_review,admin,,,2,2026-07-15 02:13:24,tencent,吾悦广场,multi_provider_agree
694,苏州平江万达广场,江苏省,苏州市,A,120.60983594,31.34486867,official_poi_auto,,,,,,tencent,苏州平江万达广场,multi_provider_agree
698,上海超极合生汇,上海市,上海市,A,121.54953609,31.26964105,manual_review,admin,,,2,2026-07-14 03:09:49,amap,中建三局超级合生汇项目,weak_or_disputed
701,苏州昆山经开万达广场,江苏省,苏州市,A,120.96996061,31.35680834,official_poi_auto,,,,,,tencent,苏州昆山经开万达广场,multi_provider_agree
702,常州爱琴海购物公园奥特莱斯,江苏省,常州市,A,120.04696844,31.75631485,manual_review,admin,,,2,2026-07-15 02:14:55,amap,爱琴海购物公园奥特莱斯-安全/紧急,multi_provider_agree
704,金华义乌之心城市生活广场,浙江省,金华市,A,120.06879192,29.3119897,manual_review,admin,,,2,2026-07-14 08:53:51,amap,义乌之心,multi_provider_agree
708,徐州国信商业广场,江苏省,徐州市,A,117.27730738,34.19415641,official_poi_auto,,,,,,amap,星星充电汽车充电站(徐州国信商业广场),multi_provider_agree
714,上海松江印象城一期,上海市,上海市,A,121.21817699,31.0636431,official_poi_auto,,,,,,amap,松江印象城商贸街区书屋,multi_provider_agree
718,上海曹路招商花园城,上海市,上海市,A,121.65431688,31.26559893,manual_review,admin,,,2,2026-07-20 08:30:14,tencent,小鹏汽车上海浦东曹路招商花园城销售展厅,multi_provider_agree
722,扬州邗江万达广场,江苏省,扬州市,A,119.39415263,32.37030408,official_poi_auto,,,,,,tencent,扬州邗江万达广场,multi_provider_agree
726,华润杭州城北项目,浙江省,杭州市,A,120.10800624,30.35420756,manual_review,admin,,,2,2026-07-14 08:55:02,tencent,杭州城北万象城,weak_or_disputed
727,徐州邳州宝龙广场,江苏省,徐州市,A,118.00822393,34.35548988,manual_review,admin,,,2,2026-07-15 02:15:54,tencent,邳州宝龙广场,multi_provider_agree
