mall_id,name,province,city,confidence_level,identity_status,selected_poi_name,selected_address,selected_poi_type,selected_lon_wgs84,selected_lat_wgs84,official_coord_evidence,identity_reasons,suspicious_reason
7,南京金鹰世界,江苏省,南京市,C,manual_review,金鹰世界,应天大街888号,购物服务;商场;商场,118.73505313,32.02533624,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
13,杭州嘉里城市之星,浙江省,杭州市,C,manual_review,杭州嘉里中心,延安路385号(凤起路地铁站C4口步行90米),购物服务;商场;购物中心,120.15782334,30.26262448,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
20,无锡悦尚奥特莱斯,江苏省,无锡市,C,manual_review,悦尚奥特莱斯-E区,江苏省无锡市惠山区凤华路明发商业广场,购物:综合商场:购物中心,120.30546568,31.63518871,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
23,常州金鹰世界,江苏省,常州市,C,manual_review,金鹰世界,怀德中路与劳动西路交汇处,商务住宅;商务住宅相关;商务住宅相关,119.9380066,31.78016648,weak_or_disputed,name_match_medium|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
42,上海真如环宇城MAX,上海市,上海市,C,manual_review,真如环宇城MAX购物中心,南郑路与曹杨路交叉口东120米,购物服务;商场;商场,121.40415333,31.25147411,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
53,苏州圆融时代广场,江苏省,苏州市,C,manual_review,圆融时代广场,江苏省苏州市吴中区工业园区旺墩路268号,购物:综合商场,120.70794729,31.32250075,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
57,上海大华老镇嘉年华,上海市,上海市,A,auto_pass,大华老镇嘉年华,场中路4048号(场中路地铁站1号口步行410米),购物服务;商场;普通商场,121.41310884,31.30379285,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=地铁
73,上海华之门徐汇华泾TOD项目,上海市,上海市,C,manual_review,GATE M华之门广场展厅,龙腾大道2266号3栋L204,生活服务;生活服务场所;生活服务场所,121.46093199,31.16371935,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; suspicious=展厅
77,宁波华侨城欢乐海岸PRO,浙江省,宁波市,C,manual_review,宁波华侨城欢乐海岸购物中心,浙江省宁波市鄞州区欢乐海岸路7号欢乐海岸广场59号,购物:综合商场:购物中心,121.5194943,29.82269861,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
96,南京大校场万象商业,江苏省,南京市,C,manual_review,万象都荟商业广场,永乐路与龙蟠南路交叉口东南140米,购物服务;商场;普通商场|购物服务;商场;购物中心,118.79176625,32.00013265,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
131,上海青浦万达茂,上海市,上海市,A,auto_pass,上海青浦万达茂,上海市青浦区淀山湖大道859弄67-69号(淀山湖大道地铁站2号出入口步行200米),购物:综合商场:购物中心,121.07815935,31.13532959,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=入口|地铁
146,绍兴鹿山广场,浙江省,绍兴市,C,manual_review,嵊州宝龙广场,浙江省绍兴市嵊州市剡湖街道鹿山路6-7号,购物:综合商场:购物中心,120.82277157,29.59212126,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
173,杭州中南乐游城,浙江省,杭州市,C,manual_review,中南乐游城,江南大道1090号,购物服务;商场;购物中心,120.18578018,30.19670848,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
177,SM扬州广陵城市广场,江苏省,扬州市,C,manual_review,SM城市广场(扬州广陵店),安康路与袁庄路交叉口南180米,购物服务;商场;购物中心,119.47326183,32.40619597,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
181,上海置地西岸金融城,上海市,上海市,C,manual_review,西岸营地-南门,上海市徐汇区斜土路街道香港置地西岸金融城西岸,室内及附属设施:通行设施类:门/出入口,121.45872572,31.18354973,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; suspicious=入口|南门|营地
195,温州苍南银泰城,浙江省,温州市,C,manual_review,苍南银泰城,玉苍路1088号,购物服务;商场;购物中心,120.42205414,27.51226625,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
197,上海LOVE@大都会,上海市,上海市,C,manual_review,LOVE@大都会,上海市普陀区曹杨路1518号(真如地铁站1号口步行490米),购物:综合商场,121.40535931,31.25412856,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; suspicious=地铁
202,温州大西洋银泰百货,浙江省,温州市,C,manual_review,温州市瓯海区大西洋公共充电站(银泰百货),浙江省温州市瓯海区大西洋购物中心北广场停车场,汽车:加油站:充电站,120.60173309,27.96684467,weak_or_disputed,name_match_medium|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
210,上海聚峰中心,上海市,上海市,C,manual_review,聚峰中心,张杨北路与双桥路交叉口东南80米,商务住宅;楼宇;商务写字楼,121.58500471,31.28528294,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
216,宁波世纪东方广场,浙江省,宁波市,C,manual_review,世纪东方广场,中山东路1086号一楼,购物服务;商场;购物中心,121.59082528,29.86411741,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
222,杭州钱塘新区永旺梦乐城,浙江省,杭州市,C,manual_review,永旺梦乐城(杭州钱塘店),义蓬街道青六中路667号,购物服务;商场;购物中心,120.47877291,30.26531754,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
240,淮安中央商场（盱眙店）,江苏省,淮安市,C,manual_review,中央商场阿迪达斯店,盱城街道金源北路20号中央商场(盱眙店),购物服务;体育用品店;体育用品店,118.51668776,33.00463339,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
259,苏州昆山花桥星悦天地,江苏省,苏州市,C,manual_review,星悦天地,江苏省苏州市昆山市花桥镇曹淞路868号,购物:综合商场:购物中心,121.1375252,31.30335742,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
289,苏州世茂生活广场,江苏省,苏州市,C,manual_review,世茂生活广场E座,江苏省苏州市姑苏区吴门桥街道世茂烤鱼,购物:综合商场,120.59276945,31.2662674,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
300,苏州张家港购物公园,江苏省,苏州市,C,manual_review,苏州张家港万达广场,江苏省苏州市张家港市杨舍镇人民东路汇金中心内,购物:综合商场:购物中心,120.57102845,31.87322553,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
311,金华义乌绿地朝阳门,浙江省,金华市,C,manual_review,义乌绿地朝阳门商业中心,浙江省金华市义乌市市场路与城中中路交叉口(义乌朝阳门地标),购物:综合商场:购物中心,120.07482501,29.30564603,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
365,无锡百联奥特莱斯广场,江苏省,无锡市,C,manual_review,百联奥特莱斯广场(江苏·无锡),硕放镇锡勤路18号,购物服务;商场;购物中心,120.44150312,31.52285171,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
366,泰州市姜堰时代广场,江苏省,泰州市,C,manual_review,姜堰时代商业广场,江苏省泰州市姜堰区罗塘街道西大街119号,购物:综合商场:购物中心,120.14413936,32.5050242,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
373,杭州未来科技城万象商业,浙江省,杭州市,C,manual_review,杭州未来科技城万达广场,浙江省杭州市余杭区向往街与创景路交叉口东北,购物:综合商场:购物中心,119.99360055,30.28380699,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
381,上海临港印象城MEGA,上海市,上海市,C,manual_review,上海虹桥前湾印象城MEGA,联友路388号,购物服务;商场;商场,121.27272738,31.21784631,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
415,镇江丹阳金鹰国际购物中心,江苏省,镇江市,C,manual_review,金鹰国际广场,云阳镇新民东路99号,购物服务;商场;购物中心,119.56969817,31.99135559,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
423,宿迁金鹰国际购物中心,江苏省,宿迁市,C,manual_review,精英国际购物中心,新青年路2号金鹰国际购物中心(宿迁宿城店),购物服务;商场;购物中心,118.28515871,33.95633294,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
425,常州又一城,江苏省,常州市,C,manual_review,又一城,湖塘镇花园街33号(长虹路地铁站4号口步行130米),购物服务;商场;购物中心,119.94612185,31.70709411,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
428,温州平阳银泰城,浙江省,温州市,C,manual_review,平阳银泰城,鳌江镇车站大道1188号,购物服务;商场;购物中心,120.56238238,27.60542617,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
433,龙湖杭州滨江天街I期,浙江省,杭州市,C,manual_review,龙湖杭州滨江天街,浙江省杭州市滨江区江汉路1515号(江汉路地铁站D口旁),购物:综合商场:购物中心,120.19955656,30.20324764,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
439,杭州华元欢乐城,浙江省,杭州市,C,manual_review,华元欢乐城,浙江省杭州市临平区浙迎宾路和汀城路交叉口西北角,购物:综合商场:购物中心,120.29632736,30.39840046,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
442,苏州金鹰国际购物中心（高新店）,江苏省,苏州市,C,manual_review,金鹰国际购物中心-金鹰物业,江苏省苏州市虎丘区狮山街道狮山路298号苏州金鹰国际购物广场F4层,生活服务:其它生活服务,120.54569884,31.29552516,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
453,杭州富阳鹿山时代,浙江省,杭州市,C,manual_review,鹿山时代,浙江省杭州市富阳区江滨西大道181号,购物:综合商场:购物中心,119.93211555,30.02122283,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
491,无锡TOD未来新城宝龙广场,江苏省,无锡市,C,manual_review,宝龙TOD未来新城营销中心,宝龙TOD未来新城,生活服务;生活服务场所;生活服务场所,120.38726101,31.50332838,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
527,金华东阳银泰城,浙江省,金华市,C,manual_review,东阳银泰城,白云街道兴平西路428号,购物服务;商场;购物中心,120.20409275,29.28714975,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
528,常州丰臣国际广场,江苏省,常州市,C,manual_review,丰臣国际广场,江苏省常州市新北区三井街道通江中路108号,购物:综合商场,119.96665805,31.82293482,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
532,宿迁富园广场,江苏省,宿迁市,C,manual_review,富园广场,江苏省宿迁市泗洪县泗州中大街15号,购物:综合商场,118.21451574,33.46122505,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
541,无锡八佰伴中心（锡沪路店）,江苏省,无锡市,C,manual_review,无锡八佰伴,江苏省无锡市梁溪区中山路168号,购物:综合商场:购物中心,120.29793199,31.5738674,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
547,镇江扬中金源新天地,江苏省,镇江市,C,manual_review,新天地广场,长香路538号,购物服务;商场;普通商场,119.35165001,32.12099234,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
554,宁波杭州湾奥特莱斯,浙江省,宁波市,C,manual_review,宁波杭州湾奥特莱斯店,浙江省宁波市慈溪市杭州湾大道与海寿路交叉口西南方向236米左右,购物:综合商场:购物中心,121.19737996,30.30490868,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
558,南京大悦城,江苏省,南京市,C,manual_review,南京大悦城,江苏省南京市浦口区河滨路职工之家旁,购物:综合商场:购物中心,118.6418295,32.05139344,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
561,镇江万达广场,江苏省,镇江市,C,manual_review,镇江润州万达广场,江苏省镇江市润州区黄山西路19号,购物:综合商场:购物中心,119.43103527,32.19760764,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
568,苏州金门国际商业广场,江苏省,苏州市,C,manual_review,金门国际商业广场,金门路1072号,购物服务;商场;普通商场,120.5758211,31.31160107,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
580,杭州奥莱金街,浙江省,杭州市,C,manual_review,砂之船(杭州)奥莱,浙江省杭州市上城区四季青街道解放东路8号波浪文化城B1层,购物:综合商场:购物中心,120.20914177,30.2462891,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
591,南通港闸万达广场,江苏省,南通市,C,manual_review,南通如皋万达广场,江苏省南通市如皋市解放东路,购物:综合商场:购物中心,120.58124096,32.38138999,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
593,永旺梦乐城苏州新区,江苏省,苏州市,C,manual_review,永旺梦乐城D区,城际路19号永旺梦乐城苏州新区店F1层,购物服务;购物相关场所;购物相关场所,120.52728721,31.37176003,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
597,杭州华丰万象商业,浙江省,杭州市,C,manual_review,杭州亚奥万象天地,浙江省杭州市萧山区盈丰街道琮琮路华润置地亚奥城,购物:综合商场:购物中心,120.24483938,30.2575057,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
599,上海崇明万达广场（A馆）,上海市,上海市,C,manual_review,崇明万达广场小罐茶,上海市崇明区A馆一楼小罐茶(中岛店),购物:其它购物,121.4127396,31.62746571,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
600,宿迁泗阳吾悦广场,江苏省,宿迁市,C,manual_review,宿迁泗洪吾悦广场,江苏省宿迁市泗洪县青阳南路82号,购物:综合商场:购物中心,118.21620339,33.44299307,weak_or_disputed,name_match_medium|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
609,镇江句容碧桂园·欢乐城,江苏省,镇江市,C,manual_review,碧桂园欢乐城,黄梅街道碧桂园大道1号凤鸣苑南区底层商业区,购物服务;商场;普通商场,119.10071632,32.01799445,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
647,杭州工联CC购物中心,浙江省,杭州市,C,manual_review,工联CC,浙江省杭州市上城区延安路292号,购物:综合商场:购物中心,120.15999524,30.25708598,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
648,上海易家中心,上海市,上海市,C,manual_review,易家中心,上海市金山区城河路373号,购物:综合商场:购物中心,121.32387493,30.73238461,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
656,苏州昆城广场,江苏省,苏州市,C,manual_review,昆城广场,人民南路1168号,购物服务;商场;购物中心,120.9504378,31.36621175,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
672,宁波宝龙一城,浙江省,宁波市,C,manual_review,宁波宝龙一城购物广场,浙江省宁波市鄞州区首南街道蝶缘路宁波南部商务区,购物:综合商场,121.54088048,29.80489515,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
680,苏州万宝财富商业广场,江苏省,苏州市,C,manual_review,东兴万宝财富商业广场,中山南路1088号,购物服务;商场;购物中心,120.64098163,31.13275721,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
691,淮安吾悦广场,江苏省,淮安市,C,manual_review,吾悦广场,江苏省淮安市淮安区凤里路1号,购物:综合商场:购物中心,119.1174267,33.55444233,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
698,上海超极合生汇,上海市,上海市,C,manual_review,中建三局超级合生汇项目,杨树浦路2530号,商务住宅;商务住宅相关;商务住宅相关,121.54935433,31.26839172,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; suspicious=项目
702,常州爱琴海购物公园奥特莱斯,江苏省,常州市,C,manual_review,爱琴海购物公园奥特莱斯-安全/紧急,山水路与尚安街交叉口北180米,公共设施;紧急避难场所;紧急避难场所,120.04696844,31.75631485,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
704,金华义乌之心城市生活广场,浙江省,金华市,C,manual_review,义乌之心,工人西路9号,购物服务;商场;购物中心,120.06879192,29.3119897,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
718,上海曹路招商花园城,上海市,上海市,A,auto_pass,小鹏汽车上海浦东曹路招商花园城销售展厅,上海市浦东新区顾唐路99号1036号铺位,汽车:汽车销售,121.65423273,31.26586904,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=展厅; second_review=B/C/D needs map-picked A center
726,华润杭州城北项目,浙江省,杭州市,C,manual_review,杭州城北万象城,浙江省杭州市余杭区杭行路1499号,购物:综合商场:购物中心,120.10800624,30.35420756,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
727,徐州邳州宝龙广场,江苏省,徐州市,C,manual_review,邳州宝龙广场,江苏省徐州市邳州市南京路208号,购物:综合商场:购物中心,118.00822393,34.35548988,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
764,温州南虹广场,浙江省,温州市,C,manual_review,乐清南虹广场,伯乐东路666号,购物服务;商场;购物中心|商务住宅;楼宇;商住两用楼宇,120.97866398,28.11355132,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
780,绍兴新昌海洋城,浙江省,绍兴市,C,manual_review,绍兴新昌万达广场,浙江省绍兴市新昌县鼓山西路256号,购物:综合商场:购物中心,120.87028793,29.50768747,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
801,苏州南环汇邻广场,江苏省,苏州市,C,manual_review,汇邻广场,南环东路758号,购物服务;商场;购物中心,120.62966298,31.28301202,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
810,常州溧阳苏宁广场,江苏省,常州市,C,manual_review,溧阳苏宁广场,平陵中路228号,购物服务;商场;购物中心,119.48077225,31.42658919,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
820,嘉兴桐乡东兴生活广场,浙江省,嘉兴市,C,manual_review,桐乡新城吾悦广场,浙江省嘉兴市桐乡市振兴东路439号,购物:综合商场:购物中心,120.58636857,30.63083362,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
825,南京绿地紫金中心广场,江苏省,南京市,C,manual_review,绿地紫金中心C3栋,湖南路与马台街交叉口西60米,商务住宅;楼宇;商务写字楼,118.7706673,32.07094053,weak_or_disputed,name_match_medium|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
851,绿城·台州青悦城,浙江省,台州市,C,manual_review,台州青悦城购物中心,葭沚街道和合社区中心大道555号,购物服务;商场;购物中心,121.40566823,28.66079523,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
854,南京世茂国际中心,江苏省,南京市,C,manual_review,南京嘉业国际城购物中心,江苏省南京市建邺区庐山路158号,购物:综合商场:购物中心,118.72308103,32.00200308,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
860,绍兴聚银时代广场,浙江省,绍兴市,C,manual_review,聚银时代购物中心,浙江省绍兴市柯桥区时兴街,购物:综合商场:购物中心,120.48850319,30.08820354,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
872,千岛湖银泰城(新城店),浙江省,杭州市,C,manual_review,千岛湖银泰城,千岛湖镇新安大街125号银泰城,购物服务;商场;普通商场,119.04581465,29.60631393,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
889,松江印象城二期,上海市,上海市,C,manual_review,松江印象城二期,上海市松江区广富林街道人民北路与银泽路交叉路口往西南约220米,购物:综合商场:购物中心,121.2156153,31.06359013,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
910,上海宝山宝杨宝龙广场,上海市,上海市,C,manual_review,宝杨宝龙广场,同济路669弄1-10号近宝杨路,购物服务;商场;普通商场,121.47766371,31.39734783,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
912,绍兴蓝天·市心广场,浙江省,绍兴市,C,manual_review,蓝天·市心广场,笛扬路1396(中国轻纺城地铁站B1口步行320米),购物服务;商场;购物中心,120.48621239,30.08851373,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
913,南京新城市广场,江苏省,南京市,C,manual_review,新城市广场,草场门大街99号,购物服务;商场;购物中心,118.73596869,32.05792925,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
945,淮安融创ins,江苏省,淮安市,C,manual_review,淮安国联·融创ins park,延安东路99号,购物服务;商场;普通商场,119.04685154,33.57385135,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
969,慈溪爱琴海购物公园,浙江省,宁波市,C,manual_review,慈溪环创爱琴海购物中心,新城大道北路与北三环东路交汇处,购物服务;商场;普通商场,121.27249075,30.1977869,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
970,杭州绿地艺尚魔方,浙江省,杭州市,C,manual_review,谋·立方,乔莫东路285号(翁梅地铁站A2口旁),购物服务;商场;商场,120.290927,30.36700378,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
989,上海陆家嘴中心L+Mall,上海市,上海市,C,manual_review,上海陆家嘴中心L+mall,浦东南路899陆家嘴中心老佛爷百货商场LG层靠近广场大屏左边的入口,购物服务;商场;购物中心|购物服务;商场;普通商场,121.51142474,31.23324489,single_provider_strong,name_match_strong|single_provider_strong|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; suspicious=入口
1012,宁波西子国际广场,浙江省,宁波市,C,manual_review,西子国际购物中心,外环东路8号,购物服务;商场;购物中心,121.43736868,29.3059036,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1017,龙湖上海奉贤天街,上海市,上海市,A,auto_pass,龙湖·上海奉贤天街,金海公路3800号(奉贤新城地铁站2口步行190米),购物服务;商场;购物中心,121.49319467,30.91536006,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=地铁
1036,南京贾西万象商业,江苏省,南京市,C,manual_review,南京万象天地,江苏省南京市秦淮区中山南路666号,购物:综合商场:购物中心,118.77481126,32.02360203,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1042,南京卓悦汇广场,江苏省,南京市,C,manual_review,龙蟠汇购物中心,龙蟠中路403号,购物服务;商场;普通商场|购物服务;商场;购物中心|商务住宅;商务住宅相关;商务住宅相关,118.79632516,32.0236932,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1047,湖州长兴万达广场,浙江省,湖州市,C,manual_review,长兴万达广场,浙江省湖州市长兴县永盛路与润兴路交叉口西南,购物:综合商场:购物中心,119.89871465,31.03831687,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1052,上海苏河湾合生汇,上海市,上海市,C,manual_review,苏河湾绿地,上海市静安区福建北路上海苏河湾万象天地,旅游景点:公园,121.47394276,31.24332042,weak_or_disputed,name_match_weak|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1074,上海金桥国际商业广场,上海市,上海市,A,auto_pass,金桥国际商业广场,张杨路3611号(金桥路地铁站3号口步行220米),购物服务;商场;购物中心,121.57522206,31.25831672,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=地铁
1081,扬州世茂广场,江苏省,扬州市,C,manual_review,世贸国际,通湖路333号,购物服务;商场;购物中心,119.45315242,32.79143138,multi_provider_agree,name_match_weak|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1132,上海闵行马桥万达广场,上海市,上海市,C,manual_review,上海马桥万达广场,上海市闵行区富岩路121号,购物:综合商场:购物中心,121.3686617,31.02478516,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1133,南京中冶和悦港,江苏省,南京市,C,manual_review,中冶南京和悦港,宝塔桥西街与江边路交叉口北220米,商务住宅;商务住宅相关;商务住宅相关,118.7430629,32.10943067,weak_or_disputed,name_match_medium|weak_or_disputed|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review; second_review=B/C/D needs map-picked A center
1135,宿迁中央商场（沭阳店）,江苏省,宿迁市,C,manual_review,沭阳中央商场,人民中路33号,购物服务;商场;商场,118.77255329,34.12813154,multi_provider_agree,name_match_medium|multi_provider_agree|not_available,review_required=1; confidence_level=C; review_status=needs_manual_review
1142,上海徐汇日月光中心,上海市,上海市,A,auto_pass,徐汇日月光中心,田林街道漕宝路33号(漕宝路地铁站10号口旁),购物服务;商场;商场,121.42804279,31.17086934,multi_provider_agree,name_match_strong|multi_provider_agree|not_available,suspicious=地铁
